Test_Id,Distribution,output_file_path,Agent_1_Max,Agent_1_Max_Unclipped,Agent_1_Sum,Agent_1_Sum_Unclipped,Agent_2_Max,Agent_2_Max_Unclipped,Agent_2_Sum,Agent_2_Sum_Unclipped,Agent_3_Max,Agent_3_Max_Unclipped,Agent_3_Sum,Agent_3_Sum_Unclipped,Agent_4_Max,Agent_4_Max_Unclipped,Agent_4_Sum,Agent_4_Sum_Unclipped,Agent_5_Max,Agent_5_Max_Unclipped,Agent_5_Sum,Agent_5_Sum_Unclipped,Agent_6_Max,Agent_6_Max_Unclipped,Agent_6_Sum,Agent_6_Sum_Unclipped,Agent_7_Max,Agent_7_Max_Unclipped,Agent_7_Sum,Agent_7_Sum_Unclipped,Max_Envies,Max_Envies_Unclipped,Sum_Envies,Sum_Envies_Unclipped,Envy_Freeness
224,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_224.txt,13.0,13.0,23.0,-505.0,185.0,185.0,414.0,395.0,102.0,102.0,217.0,-50.0,76.0,76.0,103.0,-218.0,16.0,16.0,21.0,-512.0,0.0,0.0,0.0,-805.0,0.0,0.0,0.0,-805.0,185.0,185.0,778.0,-2500.0,False
225,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_225.txt,53.0,53.0,87.0,-301.0,117.0,117.0,208.0,139.0,101.0,101.0,177.0,-50.0,79.0,79.0,149.0,-300.0,0.0,0.0,0.0,-706.0,0.0,0.0,0.0,-706.0,81.0,81.0,122.0,-198.0,117.0,117.0,743.0,-2122.0,False
226,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_226.txt,86.0,86.0,206.0,133.0,58.0,58.0,124.0,26.0,61.0,61.0,113.0,-154.0,0.0,0.0,0.0,-549.0,0.0,0.0,0.0,-549.0,92.0,92.0,288.0,187.0,82.0,82.0,109.0,-16.0,92.0,92.0,840.0,-922.0,False
227,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_227.txt,125.0,125.0,224.0,-17.0,88.0,88.0,167.0,-292.0,0.0,0.0,0.0,-806.0,0.0,0.0,0.0,-806.0,82.0,82.0,168.0,-62.0,83.0,83.0,159.0,-377.0,145.0,145.0,285.0,110.0,145.0,145.0,1003.0,-2250.0,False
228,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_228.txt,56.0,56.0,56.0,-384.0,54.0,54.0,104.0,-149.0,55.0,55.0,55.0,-212.0,5.0,5.0,5.0,-465.0,45.0,45.0,45.0,-274.0,0.0,-18.0,0.0,-433.0,0.0,-4.0,0.0,-245.0,56.0,56.0,265.0,-2162.0,False
229,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_229.txt,0.0,-48.0,0.0,-436.0,48.0,48.0,59.0,-12.0,0.0,-5.0,0.0,-411.0,0.0,-14.0,0.0,-317.0,0.0,-43.0,0.0,-390.0,0.0,0.0,0.0,-360.0,17.0,17.0,20.0,-70.0,48.0,48.0,79.0,-1996.0,False
230,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_230.txt,3.0,3.0,3.0,-165.0,0.0,-16.0,0.0,-267.0,21.0,21.0,21.0,-202.0,5.0,5.0,9.0,-117.0,0.0,-5.0,0.0,-189.0,0.0,-2.0,0.0,-187.0,17.0,17.0,17.0,-226.0,21.0,21.0,50.0,-1353.0,False
231,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_231.txt,125.0,125.0,288.0,1.0,80.0,80.0,195.0,17.0,41.0,41.0,52.0,-460.0,87.0,87.0,113.0,-134.0,0.0,0.0,0.0,-736.0,136.0,136.0,292.0,83.0,0.0,0.0,0.0,-736.0,136.0,136.0,940.0,-1965.0,False
232,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_232.txt,23.0,23.0,27.0,-336.0,30.0,30.0,30.0,-230.0,32.0,32.0,55.0,-233.0,91.0,91.0,120.0,-28.0,34.0,34.0,34.0,-426.0,0.0,-11.0,0.0,-293.0,0.0,-10.0,0.0,-397.0,91.0,91.0,266.0,-1943.0,False
233,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_233.txt,6.0,6.0,6.0,-386.0,0.0,-12.0,0.0,-165.0,32.0,32.0,35.0,-346.0,0.0,-5.0,0.0,-447.0,0.0,-38.0,0.0,-479.0,0.0,-8.0,0.0,-145.0,0.0,-9.0,0.0,-449.0,32.0,32.0,41.0,-2417.0,False
234,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_234.txt,2.0,2.0,2.0,-323.0,36.0,36.0,39.0,-241.0,17.0,17.0,17.0,-324.0,95.0,95.0,197.0,177.0,40.0,40.0,40.0,-361.0,42.0,42.0,81.0,-105.0,0.0,-36.0,0.0,-443.0,95.0,95.0,376.0,-1620.0,False
235,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_235.txt,67.0,67.0,149.0,-176.0,123.0,123.0,418.0,373.0,0.0,0.0,0.0,-595.0,108.0,108.0,304.0,146.0,79.0,79.0,114.0,-426.0,49.0,49.0,72.0,-316.0,73.0,73.0,128.0,-164.0,123.0,123.0,1185.0,-1158.0,False
236,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_236.txt,0.0,-36.0,0.0,-353.0,0.0,-10.0,0.0,-171.0,0.0,-2.0,0.0,-170.0,0.0,-20.0,0.0,-337.0,0.0,-3.0,0.0,-262.0,0.0,-13.0,0.0,-332.0,177.0,177.0,517.0,517.0,177.0,177.0,517.0,-1108.0,False
237,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_237.txt,81.0,81.0,169.0,-83.0,162.0,162.0,294.0,197.0,0.0,-10.0,0.0,-553.0,61.0,61.0,61.0,-336.0,45.0,45.0,50.0,-234.0,38.0,38.0,41.0,-233.0,106.0,106.0,192.0,43.0,162.0,162.0,807.0,-1199.0,False
238,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_238.txt,93.0,93.0,93.0,24.0,33.0,33.0,33.0,-277.0,18.0,18.0,18.0,-341.0,31.0,31.0,31.0,-106.0,0.0,-1.0,0.0,-352.0,39.0,39.0,39.0,-240.0,32.0,32.0,32.0,-243.0,93.0,93.0,246.0,-1535.0,False
239,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_239.txt,20.0,20.0,20.0,-35.0,23.0,23.0,23.0,-373.0,44.0,44.0,44.0,-363.0,15.0,15.0,15.0,-316.0,145.0,145.0,219.0,37.0,0.0,-17.0,0.0,-422.0,74.0,74.0,79.0,-309.0,145.0,145.0,400.0,-1781.0,False
240,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_240.txt,0.0,0.0,0.0,-369.0,13.0,13.0,13.0,-252.0,55.0,55.0,90.0,2.0,15.0,15.0,15.0,-396.0,0.0,0.0,0.0,-327.0,0.0,-9.0,0.0,-439.0,0.0,-17.0,0.0,-192.0,55.0,55.0,118.0,-1973.0,False
241,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_241.txt,67.0,67.0,67.0,-206.0,58.0,58.0,58.0,-206.0,92.0,92.0,148.0,84.0,3.0,3.0,3.0,-275.0,21.0,21.0,26.0,-311.0,52.0,52.0,67.0,-92.0,43.0,43.0,55.0,-105.0,92.0,92.0,424.0,-1111.0,False
242,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_242.txt,15.0,15.0,18.0,-311.0,28.0,28.0,28.0,-365.0,0.0,-18.0,0.0,-453.0,30.0,30.0,65.0,-83.0,0.0,-14.0,0.0,-385.0,0.0,-15.0,0.0,-474.0,9.0,9.0,14.0,-280.0,30.0,30.0,125.0,-2351.0,False
243,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_243.txt,49.0,49.0,51.0,-280.0,62.0,62.0,80.0,2.0,28.0,28.0,28.0,-350.0,51.0,51.0,51.0,-369.0,79.0,79.0,96.0,-41.0,63.0,63.0,71.0,-163.0,0.0,-56.0,0.0,-676.0,79.0,79.0,377.0,-1877.0,False
244,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_244.txt,0.0,-3.0,0.0,-441.0,9.0,9.0,9.0,-416.0,98.0,98.0,137.0,22.0,0.0,-53.0,0.0,-521.0,9.0,9.0,9.0,-478.0,0.0,-61.0,0.0,-468.0,82.0,82.0,214.0,189.0,98.0,98.0,369.0,-2113.0,False
245,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_245.txt,156.0,156.0,418.0,398.0,0.0,0.0,0.0,-772.0,46.0,46.0,74.0,-457.0,0.0,0.0,0.0,-772.0,76.0,76.0,147.0,-309.0,96.0,96.0,105.0,-295.0,110.0,110.0,239.0,-50.0,156.0,156.0,983.0,-2257.0,False
246,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_246.txt,32.0,32.0,32.0,-427.0,69.0,69.0,167.0,136.0,25.0,25.0,48.0,-200.0,161.0,161.0,161.0,-69.0,0.0,-70.0,0.0,-690.0,56.0,56.0,56.0,-288.0,32.0,32.0,32.0,-419.0,161.0,161.0,496.0,-1957.0,False
247,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_247.txt,111.0,111.0,258.0,163.0,63.0,63.0,77.0,-250.0,73.0,73.0,166.0,-44.0,5.0,5.0,10.0,-310.0,61.0,61.0,125.0,-43.0,51.0,51.0,92.0,-161.0,42.0,42.0,42.0,-185.0,111.0,111.0,770.0,-830.0,False
248,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_248.txt,224.0,224.0,804.0,804.0,52.0,52.0,94.0,-296.0,0.0,0.0,0.0,-727.0,43.0,43.0,71.0,-513.0,73.0,73.0,149.0,-312.0,77.0,77.0,140.0,-314.0,0.0,0.0,0.0,-727.0,224.0,224.0,1258.0,-2085.0,False
249,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_249.txt,0.0,0.0,0.0,-822.0,32.0,32.0,44.0,-509.0,117.0,117.0,243.0,-73.0,43.0,43.0,57.0,-401.0,0.0,0.0,0.0,-822.0,272.0,272.0,712.0,624.0,79.0,79.0,133.0,-338.0,272.0,272.0,1189.0,-2341.0,False
250,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_250.txt,47.0,47.0,85.0,-98.0,0.0,-35.0,0.0,-432.0,0.0,-4.0,0.0,-124.0,0.0,-13.0,0.0,-348.0,0.0,-18.0,0.0,-333.0,13.0,13.0,13.0,-289.0,0.0,-26.0,0.0,-391.0,47.0,47.0,98.0,-2015.0,False
251,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_251.txt,0.0,-3.0,0.0,-432.0,3.0,3.0,3.0,-321.0,16.0,16.0,16.0,-121.0,1.0,1.0,1.0,-288.0,0.0,-42.0,0.0,-443.0,85.0,85.0,116.0,60.0,0.0,-34.0,0.0,-421.0,85.0,85.0,136.0,-1966.0,False
252,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_252.txt,106.0,106.0,253.0,150.0,150.0,150.0,363.0,269.0,59.0,59.0,77.0,-213.0,72.0,72.0,159.0,-175.0,94.0,94.0,179.0,-88.0,75.0,75.0,112.0,-195.0,10.0,10.0,10.0,-397.0,150.0,150.0,1153.0,-649.0,False
253,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_253.txt,0.0,-29.0,0.0,-476.0,0.0,-5.0,0.0,-347.0,65.0,65.0,115.0,-43.0,0.0,-3.0,0.0,-399.0,0.0,-16.0,0.0,-505.0,0.0,-28.0,0.0,-521.0,24.0,24.0,48.0,-109.0,65.0,65.0,163.0,-2400.0,False
254,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_254.txt,69.0,69.0,79.0,-105.0,142.0,142.0,359.0,295.0,0.0,0.0,0.0,-309.0,0.0,-8.0,0.0,-363.0,21.0,21.0,21.0,-271.0,6.0,6.0,6.0,-262.0,20.0,20.0,20.0,-259.0,142.0,142.0,485.0,-1274.0,False
255,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_255.txt,89.0,89.0,190.0,79.0,85.0,85.0,85.0,-381.0,64.0,64.0,64.0,-304.0,0.0,-84.0,0.0,-789.0,14.0,14.0,14.0,-444.0,45.0,45.0,45.0,-383.0,84.0,84.0,145.0,-6.0,89.0,89.0,543.0,-2228.0,False
256,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_256.txt,1.0,1.0,1.0,-221.0,10.0,10.0,10.0,-273.0,0.0,-5.0,0.0,-339.0,23.0,23.0,23.0,-261.0,0.0,-26.0,0.0,-415.0,29.0,29.0,70.0,-3.0,75.0,75.0,93.0,-166.0,75.0,75.0,197.0,-1678.0,False
257,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_257.txt,7.0,7.0,7.0,-292.0,0.0,-15.0,0.0,-266.0,0.0,-16.0,0.0,-318.0,0.0,-25.0,0.0,-306.0,0.0,-15.0,0.0,-231.0,0.0,-14.0,0.0,-286.0,0.0,-12.0,0.0,-201.0,7.0,7.0,7.0,-1900.0,False
258,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_258.txt,26.0,26.0,48.0,-181.0,35.0,35.0,35.0,-374.0,21.0,21.0,37.0,-319.0,66.0,66.0,231.0,120.0,11.0,11.0,11.0,-338.0,26.0,26.0,26.0,-428.0,0.0,-14.0,0.0,-389.0,66.0,66.0,388.0,-1909.0,False
259,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_259.txt,65.0,65.0,104.0,38.0,27.0,27.0,27.0,-273.0,10.0,10.0,10.0,-270.0,5.0,5.0,5.0,-240.0,56.0,56.0,108.0,-2.0,0.0,-27.0,0.0,-317.0,0.0,-42.0,0.0,-393.0,65.0,65.0,254.0,-1457.0,False
260,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_260.txt,97.0,97.0,181.0,168.0,0.0,-6.0,0.0,-221.0,38.0,38.0,45.0,-224.0,4.0,4.0,4.0,-384.0,58.0,58.0,58.0,-259.0,72.0,72.0,72.0,-212.0,0.0,-24.0,0.0,-420.0,97.0,97.0,360.0,-1552.0,False
261,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_261.txt,138.0,138.0,180.0,125.0,10.0,10.0,10.0,-355.0,87.0,87.0,87.0,-235.0,0.0,-85.0,0.0,-640.0,12.0,12.0,20.0,-371.0,24.0,24.0,24.0,-328.0,89.0,89.0,277.0,238.0,138.0,138.0,598.0,-1566.0,False
262,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_262.txt,132.0,132.0,245.0,141.0,65.0,65.0,65.0,-108.0,39.0,39.0,42.0,-236.0,31.0,31.0,31.0,-320.0,16.0,16.0,44.0,-145.0,0.0,-12.0,0.0,-289.0,78.0,78.0,150.0,30.0,132.0,132.0,577.0,-927.0,False
263,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_263.txt,0.0,-1.0,0.0,-335.0,0.0,-48.0,0.0,-429.0,0.0,-27.0,0.0,-468.0,35.0,35.0,35.0,-155.0,0.0,-13.0,0.0,-378.0,62.0,62.0,117.0,81.0,0.0,-27.0,0.0,-358.0,62.0,62.0,152.0,-2042.0,False
264,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_264.txt,58.0,58.0,58.0,-374.0,85.0,85.0,101.0,-125.0,8.0,8.0,11.0,-303.0,87.0,87.0,168.0,115.0,65.0,65.0,75.0,-47.0,26.0,26.0,26.0,-441.0,0.0,-72.0,0.0,-722.0,87.0,87.0,439.0,-1897.0,False
265,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_265.txt,6.0,6.0,6.0,-291.0,5.0,5.0,5.0,-336.0,94.0,94.0,248.0,206.0,0.0,-11.0,0.0,-370.0,6.0,6.0,6.0,-363.0,0.0,-10.0,0.0,-370.0,34.0,34.0,49.0,-18.0,94.0,94.0,314.0,-1542.0,False
266,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_266.txt,22.0,22.0,24.0,-338.0,65.0,65.0,215.0,136.0,49.0,49.0,106.0,-13.0,0.0,-50.0,0.0,-583.0,17.0,17.0,17.0,-440.0,0.0,-5.0,0.0,-478.0,8.0,8.0,12.0,-377.0,65.0,65.0,374.0,-2093.0,False
267,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_267.txt,90.0,90.0,144.0,50.0,54.0,54.0,145.0,91.0,47.0,47.0,47.0,-351.0,25.0,25.0,25.0,-387.0,20.0,20.0,20.0,-360.0,3.0,3.0,3.0,-313.0,0.0,-12.0,0.0,-399.0,90.0,90.0,384.0,-1669.0,False
268,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_268.txt,40.0,40.0,51.0,-119.0,17.0,17.0,17.0,-229.0,40.0,40.0,80.0,39.0,2.0,2.0,2.0,-286.0,0.0,-3.0,0.0,-290.0,0.0,-37.0,0.0,-405.0,0.0,-5.0,0.0,-290.0,40.0,40.0,150.0,-1580.0,False
269,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_269.txt,45.0,45.0,45.0,-207.0,17.0,17.0,30.0,-157.0,22.0,22.0,41.0,-250.0,92.0,92.0,92.0,-134.0,0.0,-77.0,0.0,-541.0,45.0,45.0,45.0,-271.0,29.0,29.0,29.0,-99.0,92.0,92.0,282.0,-1659.0,False
270,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_270.txt,132.0,132.0,211.0,153.0,38.0,38.0,45.0,-270.0,27.0,27.0,27.0,-228.0,42.0,42.0,42.0,-372.0,8.0,8.0,8.0,-309.0,31.0,31.0,40.0,-360.0,0.0,-23.0,0.0,-397.0,132.0,132.0,373.0,-1783.0,False
271,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_271.txt,78.0,78.0,121.0,6.0,95.0,95.0,123.0,-142.0,13.0,13.0,13.0,-373.0,0.0,-2.0,0.0,-381.0,26.0,26.0,26.0,-360.0,0.0,-24.0,0.0,-498.0,0.0,-11.0,0.0,-390.0,95.0,95.0,283.0,-2138.0,False
272,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_272.txt,85.0,85.0,107.0,-180.0,93.0,93.0,155.0,-13.0,88.0,88.0,88.0,-256.0,0.0,-68.0,0.0,-624.0,25.0,25.0,30.0,-241.0,93.0,93.0,143.0,35.0,70.0,70.0,152.0,55.0,93.0,93.0,675.0,-1224.0,False
273,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_273.txt,35.0,35.0,35.0,-317.0,0.0,-39.0,0.0,-463.0,21.0,21.0,21.0,-264.0,64.0,64.0,134.0,-166.0,0.0,-28.0,0.0,-533.0,29.0,29.0,29.0,-502.0,0.0,-18.0,0.0,-409.0,64.0,64.0,219.0,-2654.0,False
274,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_274.txt,65.0,65.0,129.0,6.0,104.0,104.0,193.0,41.0,5.0,5.0,5.0,-284.0,0.0,-4.0,0.0,-315.0,0.0,-15.0,0.0,-404.0,17.0,17.0,17.0,-346.0,0.0,-9.0,0.0,-346.0,104.0,104.0,344.0,-1648.0,False
275,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_275.txt,68.0,68.0,133.0,64.0,34.0,34.0,34.0,-430.0,71.0,71.0,98.0,-238.0,0.0,-94.0,0.0,-796.0,18.0,18.0,18.0,-337.0,25.0,25.0,25.0,-588.0,70.0,70.0,80.0,-94.0,71.0,71.0,388.0,-2419.0,False
276,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_276.txt,77.0,77.0,149.0,119.0,92.0,92.0,230.0,158.0,50.0,50.0,71.0,-188.0,20.0,20.0,20.0,-335.0,47.0,47.0,49.0,-294.0,0.0,-22.0,0.0,-410.0,50.0,50.0,50.0,-222.0,92.0,92.0,569.0,-1172.0,False
277,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_277.txt,185.0,185.0,453.0,397.0,41.0,41.0,41.0,-508.0,0.0,-41.0,0.0,-740.0,22.0,22.0,22.0,-530.0,56.0,56.0,56.0,-425.0,65.0,65.0,65.0,-490.0,98.0,98.0,276.0,91.0,185.0,185.0,913.0,-2205.0,False
278,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_278.txt,95.0,95.0,195.0,19.0,0.0,0.0,0.0,-721.0,73.0,73.0,138.0,-371.0,164.0,164.0,280.0,-8.0,138.0,138.0,236.0,9.0,0.0,0.0,0.0,-721.0,29.0,29.0,36.0,-489.0,164.0,164.0,885.0,-2282.0,False
279,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_279.txt,35.0,35.0,38.0,-407.0,109.0,109.0,386.0,336.0,45.0,45.0,64.0,-282.0,0.0,0.0,0.0,-766.0,67.0,67.0,79.0,-345.0,0.0,0.0,0.0,-766.0,83.0,83.0,145.0,-221.0,109.0,109.0,712.0,-2451.0,False
280,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_280.txt,138.0,138.0,142.0,-90.0,31.0,31.0,31.0,-417.0,131.0,131.0,190.0,93.0,26.0,26.0,26.0,-399.0,66.0,66.0,66.0,-522.0,27.0,27.0,29.0,-317.0,0.0,-82.0,0.0,-780.0,138.0,138.0,484.0,-2432.0,False
281,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_281.txt,100.0,100.0,284.0,229.0,65.0,65.0,111.0,-68.0,31.0,31.0,39.0,-251.0,0.0,-6.0,0.0,-268.0,46.0,46.0,78.0,-229.0,44.0,44.0,44.0,-428.0,0.0,-39.0,0.0,-433.0,100.0,100.0,556.0,-1448.0,False
282,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_282.txt,78.0,78.0,235.0,135.0,0.0,-16.0,0.0,-368.0,4.0,4.0,7.0,-361.0,9.0,9.0,9.0,-330.0,6.0,6.0,8.0,-281.0,5.0,5.0,5.0,-236.0,51.0,51.0,106.0,60.0,78.0,78.0,370.0,-1381.0,False
283,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_283.txt,40.0,40.0,79.0,-84.0,36.0,36.0,68.0,-112.0,30.0,30.0,30.0,-352.0,6.0,6.0,6.0,-400.0,0.0,-2.0,0.0,-423.0,0.0,-8.0,0.0,-481.0,0.0,-20.0,0.0,-383.0,40.0,40.0,183.0,-2235.0,False
284,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_284.txt,11.0,11.0,12.0,-294.0,116.0,116.0,244.0,128.0,7.0,7.0,7.0,-249.0,24.0,24.0,24.0,-377.0,0.0,-16.0,0.0,-310.0,25.0,25.0,25.0,-239.0,76.0,76.0,103.0,9.0,116.0,116.0,415.0,-1332.0,False
285,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_285.txt,15.0,15.0,15.0,-395.0,10.0,10.0,10.0,-444.0,76.0,76.0,179.0,-60.0,0.0,-9.0,0.0,-402.0,28.0,28.0,28.0,-353.0,37.0,37.0,73.0,-13.0,0.0,-6.0,0.0,-424.0,76.0,76.0,305.0,-2091.0,False
286,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_286.txt,54.0,54.0,98.0,-163.0,108.0,108.0,215.0,-42.0,21.0,21.0,21.0,-295.0,43.0,43.0,83.0,38.0,26.0,26.0,52.0,-319.0,1.0,1.0,1.0,-309.0,0.0,-5.0,0.0,-450.0,108.0,108.0,470.0,-1540.0,False
287,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_287.txt,87.0,87.0,100.0,-113.0,0.0,-18.0,0.0,-340.0,42.0,42.0,115.0,53.0,0.0,-1.0,0.0,-230.0,0.0,-25.0,0.0,-346.0,0.0,-15.0,0.0,-332.0,0.0,-14.0,0.0,-276.0,87.0,87.0,215.0,-1584.0,False
288,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_288.txt,33.0,33.0,33.0,-134.0,44.0,44.0,44.0,-301.0,2.0,2.0,2.0,-337.0,0.0,-16.0,0.0,-265.0,0.0,0.0,0.0,-303.0,13.0,13.0,15.0,-156.0,22.0,22.0,22.0,-297.0,44.0,44.0,116.0,-1793.0,False
289,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_289.txt,26.0,26.0,29.0,-290.0,23.0,23.0,23.0,-348.0,0.0,-22.0,0.0,-325.0,0.0,-13.0,0.0,-315.0,77.0,77.0,146.0,97.0,30.0,30.0,30.0,-124.0,0.0,-38.0,0.0,-370.0,77.0,77.0,228.0,-1675.0,False
290,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_290.txt,113.0,113.0,133.0,5.0,97.0,97.0,255.0,192.0,67.0,67.0,73.0,-252.0,54.0,54.0,54.0,-278.0,82.0,82.0,82.0,-360.0,0.0,-65.0,0.0,-667.0,44.0,44.0,44.0,-400.0,113.0,113.0,641.0,-1760.0,False
291,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_291.txt,77.0,77.0,94.0,-7.0,0.0,-18.0,0.0,-422.0,0.0,-14.0,0.0,-362.0,0.0,-4.0,0.0,-351.0,0.0,-23.0,0.0,-394.0,0.0,-4.0,0.0,-331.0,0.0,-16.0,0.0,-341.0,77.0,77.0,94.0,-2208.0,False
292,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_292.txt,71.0,71.0,156.0,152.0,109.0,109.0,244.0,83.0,28.0,28.0,28.0,-346.0,3.0,3.0,3.0,-397.0,0.0,-15.0,0.0,-356.0,0.0,-1.0,0.0,-481.0,0.0,-28.0,0.0,-407.0,109.0,109.0,431.0,-1752.0,False
293,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_293.txt,35.0,35.0,61.0,-92.0,0.0,-4.0,0.0,-372.0,19.0,19.0,19.0,-285.0,58.0,58.0,126.0,21.0,0.0,-4.0,0.0,-294.0,0.0,-4.0,0.0,-396.0,0.0,-10.0,0.0,-296.0,58.0,58.0,206.0,-1714.0,False
294,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_294.txt,64.0,64.0,81.0,-331.0,78.0,78.0,144.0,-402.0,162.0,162.0,379.0,202.0,54.0,54.0,92.0,-434.0,0.0,0.0,0.0,-802.0,123.0,123.0,318.0,105.0,0.0,0.0,0.0,-802.0,162.0,162.0,1014.0,-2464.0,False
295,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_295.txt,0.0,-4.0,0.0,-339.0,34.0,34.0,34.0,-433.0,70.0,70.0,143.0,-5.0,11.0,11.0,11.0,-246.0,14.0,14.0,14.0,-344.0,0.0,-12.0,0.0,-405.0,4.0,4.0,4.0,-488.0,70.0,70.0,206.0,-2260.0,False
296,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_296.txt,5.0,5.0,5.0,-372.0,18.0,18.0,18.0,-380.0,0.0,-16.0,0.0,-292.0,12.0,12.0,12.0,-196.0,16.0,16.0,16.0,-308.0,81.0,81.0,155.0,34.0,0.0,-47.0,0.0,-499.0,81.0,81.0,206.0,-2013.0,False
297,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_297.txt,80.0,80.0,190.0,189.0,67.0,67.0,82.0,-95.0,50.0,50.0,50.0,-281.0,5.0,5.0,5.0,-291.0,65.0,65.0,65.0,-201.0,23.0,23.0,23.0,-275.0,35.0,35.0,40.0,-29.0,80.0,80.0,455.0,-983.0,False
298,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_298.txt,0.0,-4.0,0.0,-315.0,10.0,10.0,10.0,-270.0,80.0,80.0,147.0,68.0,0.0,-14.0,0.0,-330.0,0.0,-4.0,0.0,-286.0,0.0,-54.0,0.0,-501.0,57.0,57.0,123.0,-10.0,80.0,80.0,280.0,-1644.0,False
