Test_Id,Distribution,output_file_path,Agent_1_Max,Agent_1_Max_Unclipped,Agent_1_Sum,Agent_1_Sum_Unclipped,Agent_2_Max,Agent_2_Max_Unclipped,Agent_2_Sum,Agent_2_Sum_Unclipped,Agent_3_Max,Agent_3_Max_Unclipped,Agent_3_Sum,Agent_3_Sum_Unclipped,Agent_4_Max,Agent_4_Max_Unclipped,Agent_4_Sum,Agent_4_Sum_Unclipped,Agent_5_Max,Agent_5_Max_Unclipped,Agent_5_Sum,Agent_5_Sum_Unclipped,Agent_6_Max,Agent_6_Max_Unclipped,Agent_6_Sum,Agent_6_Sum_Unclipped,Max_Envies,Max_Envies_Unclipped,Sum_Envies,Sum_Envies_Unclipped,Envy_Freeness
250,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_250.txt,77.0,77.0,87.0,37.0,48.0,48.0,114.0,79.0,0.0,-14.0,0.0,-240.0,22.0,22.0,22.0,-183.0,0.0,-15.0,0.0,-297.0,0.0,-40.0,0.0,-402.0,77.0,77.0,223.0,-1006.0,False
251,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_251.txt,21.0,21.0,21.0,-268.0,0.0,-9.0,0.0,-154.0,78.0,78.0,86.0,-47.0,84.0,84.0,123.0,-63.0,23.0,23.0,24.0,-159.0,0.0,-30.0,0.0,-371.0,84.0,84.0,254.0,-1062.0,False
252,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_252.txt,56.0,56.0,56.0,-26.0,116.0,116.0,157.0,-6.0,0.0,-22.0,0.0,-356.0,46.0,46.0,46.0,-158.0,0.0,-31.0,0.0,-451.0,0.0,-15.0,0.0,-449.0,116.0,116.0,259.0,-1446.0,False
253,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_253.txt,24.0,24.0,24.0,-229.0,0.0,-18.0,0.0,-446.0,0.0,-7.0,0.0,-418.0,30.0,30.0,30.0,-183.0,50.0,50.0,57.0,-155.0,0.0,-10.0,0.0,-376.0,50.0,50.0,111.0,-1807.0,False
254,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_254.txt,0.0,-3.0,0.0,-98.0,21.0,21.0,21.0,-155.0,34.0,34.0,34.0,-175.0,23.0,23.0,23.0,-111.0,17.0,17.0,33.0,-111.0,12.0,12.0,12.0,-221.0,34.0,34.0,123.0,-871.0,False
255,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_255.txt,66.0,66.0,185.0,111.0,19.0,19.0,19.0,-229.0,51.0,51.0,51.0,-286.0,88.0,88.0,103.0,34.0,50.0,50.0,50.0,-221.0,3.0,3.0,3.0,-179.0,88.0,88.0,411.0,-770.0,False
256,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_256.txt,66.0,66.0,118.0,-15.0,122.0,122.0,273.0,149.0,22.0,22.0,22.0,-396.0,0.0,-5.0,0.0,-430.0,0.0,-14.0,0.0,-403.0,61.0,61.0,78.0,-65.0,122.0,122.0,491.0,-1160.0,False
257,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_257.txt,55.0,55.0,106.0,-45.0,0.0,-35.0,0.0,-412.0,50.0,50.0,50.0,-122.0,0.0,-54.0,0.0,-480.0,38.0,38.0,66.0,-155.0,0.0,-8.0,0.0,-400.0,55.0,55.0,222.0,-1614.0,False
258,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_258.txt,97.0,97.0,182.0,29.0,31.0,31.0,54.0,-37.0,43.0,43.0,43.0,-335.0,84.0,84.0,91.0,-22.0,41.0,41.0,41.0,-270.0,0.0,-57.0,0.0,-640.0,97.0,97.0,411.0,-1275.0,False
259,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_259.txt,38.0,38.0,38.0,-152.0,0.0,-27.0,0.0,-293.0,0.0,-3.0,0.0,-277.0,72.0,72.0,118.0,13.0,4.0,4.0,4.0,-337.0,0.0,-10.0,0.0,-507.0,72.0,72.0,160.0,-1553.0,False
260,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_260.txt,0.0,-49.0,0.0,-489.0,0.0,-64.0,0.0,-497.0,16.0,16.0,16.0,-74.0,0.0,-68.0,0.0,-536.0,11.0,11.0,11.0,-199.0,38.0,38.0,43.0,-61.0,38.0,38.0,70.0,-1856.0,False
261,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_261.txt,61.0,61.0,61.0,-1.0,32.0,32.0,32.0,-136.0,13.0,13.0,13.0,-238.0,45.0,45.0,45.0,-19.0,0.0,-3.0,0.0,-256.0,37.0,37.0,43.0,-36.0,61.0,61.0,194.0,-686.0,False
262,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_262.txt,112.0,112.0,163.0,113.0,15.0,15.0,15.0,-360.0,30.0,30.0,30.0,-202.0,0.0,-53.0,0.0,-431.0,0.0,-21.0,0.0,-320.0,0.0,-17.0,0.0,-228.0,112.0,112.0,208.0,-1428.0,False
263,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_263.txt,36.0,36.0,63.0,-65.0,0.0,-2.0,0.0,-397.0,0.0,-14.0,0.0,-467.0,0.0,-23.0,0.0,-415.0,12.0,12.0,12.0,-216.0,28.0,28.0,35.0,-156.0,36.0,36.0,110.0,-1716.0,False
264,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_264.txt,21.0,21.0,21.0,-101.0,0.0,-53.0,0.0,-556.0,0.0,-24.0,0.0,-277.0,0.0,-5.0,0.0,-338.0,0.0,-10.0,0.0,-265.0,0.0,-16.0,0.0,-471.0,21.0,21.0,21.0,-2008.0,False
265,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_265.txt,57.0,57.0,57.0,-137.0,54.0,54.0,94.0,-47.0,0.0,-31.0,0.0,-533.0,76.0,76.0,76.0,-154.0,0.0,-62.0,0.0,-603.0,0.0,-74.0,0.0,-524.0,76.0,76.0,227.0,-1998.0,False
266,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_266.txt,92.0,92.0,122.0,50.0,6.0,6.0,6.0,-323.0,20.0,20.0,20.0,-252.0,72.0,72.0,144.0,15.0,0.0,-86.0,0.0,-631.0,108.0,108.0,169.0,103.0,108.0,108.0,461.0,-1038.0,False
267,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_267.txt,74.0,74.0,122.0,-111.0,4.0,4.0,4.0,-361.0,0.0,-2.0,0.0,-197.0,0.0,-12.0,0.0,-531.0,41.0,41.0,47.0,-93.0,0.0,-28.0,0.0,-465.0,74.0,74.0,173.0,-1758.0,False
268,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_268.txt,6.0,6.0,6.0,-125.0,0.0,-3.0,0.0,-255.0,0.0,-30.0,0.0,-467.0,0.0,-13.0,0.0,-430.0,1.0,1.0,1.0,-174.0,0.0,-36.0,0.0,-438.0,6.0,6.0,7.0,-1889.0,False
269,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_269.txt,95.0,95.0,212.0,158.0,80.0,80.0,157.0,26.0,11.0,11.0,20.0,-164.0,52.0,52.0,52.0,-258.0,0.0,-14.0,0.0,-318.0,27.0,27.0,27.0,-149.0,95.0,95.0,468.0,-705.0,False
270,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_270.txt,143.0,143.0,439.0,439.0,80.0,80.0,189.0,34.0,94.0,94.0,168.0,-47.0,55.0,55.0,65.0,-291.0,52.0,52.0,52.0,-346.0,0.0,-46.0,0.0,-579.0,143.0,143.0,913.0,-790.0,False
271,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_271.txt,37.0,37.0,44.0,-250.0,157.0,157.0,367.0,367.0,117.0,117.0,145.0,-13.0,91.0,91.0,91.0,-417.0,0.0,-71.0,0.0,-751.0,62.0,62.0,62.0,-415.0,157.0,157.0,709.0,-1479.0,False
272,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_272.txt,0.0,-19.0,0.0,-427.0,9.0,9.0,9.0,-385.0,46.0,46.0,80.0,-49.0,40.0,40.0,96.0,-32.0,0.0,-40.0,0.0,-453.0,47.0,47.0,47.0,-240.0,47.0,47.0,232.0,-1586.0,False
273,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_273.txt,0.0,-30.0,0.0,-359.0,53.0,53.0,53.0,-259.0,0.0,-4.0,0.0,-362.0,22.0,22.0,22.0,-357.0,0.0,-11.0,0.0,-416.0,156.0,156.0,618.0,618.0,156.0,156.0,693.0,-1135.0,False
274,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_274.txt,98.0,98.0,98.0,-30.0,0.0,-32.0,0.0,-333.0,0.0,-9.0,0.0,-335.0,9.0,9.0,9.0,-323.0,14.0,14.0,14.0,-317.0,124.0,124.0,445.0,445.0,124.0,124.0,566.0,-893.0,False
275,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_275.txt,41.0,41.0,41.0,-146.0,6.0,6.0,6.0,-253.0,0.0,-46.0,0.0,-438.0,42.0,42.0,66.0,-61.0,0.0,-20.0,0.0,-363.0,0.0,-24.0,0.0,-407.0,42.0,42.0,113.0,-1668.0,False
276,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_276.txt,7.0,7.0,9.0,-187.0,48.0,48.0,72.0,-200.0,0.0,-30.0,0.0,-374.0,0.0,-7.0,0.0,-140.0,0.0,-24.0,0.0,-404.0,0.0,-14.0,0.0,-413.0,48.0,48.0,81.0,-1718.0,False
277,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_277.txt,55.0,55.0,102.0,-8.0,54.0,54.0,121.0,71.0,0.0,-23.0,0.0,-425.0,0.0,-25.0,0.0,-432.0,0.0,-5.0,0.0,-316.0,0.0,-14.0,0.0,-400.0,55.0,55.0,223.0,-1510.0,False
278,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_278.txt,56.0,56.0,56.0,-190.0,15.0,15.0,15.0,-251.0,0.0,-33.0,0.0,-471.0,4.0,4.0,4.0,-297.0,0.0,-56.0,0.0,-425.0,0.0,-46.0,0.0,-453.0,56.0,56.0,75.0,-2087.0,False
279,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_279.txt,88.0,88.0,184.0,75.0,87.0,87.0,109.0,13.0,0.0,-14.0,0.0,-247.0,45.0,45.0,46.0,-119.0,3.0,3.0,3.0,-435.0,0.0,-34.0,0.0,-376.0,88.0,88.0,342.0,-1089.0,False
280,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_280.txt,133.0,133.0,261.0,125.0,0.0,-70.0,0.0,-693.0,29.0,29.0,29.0,-432.0,76.0,76.0,76.0,-275.0,68.0,68.0,68.0,-389.0,159.0,159.0,386.0,297.0,159.0,159.0,820.0,-1367.0,False
281,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_281.txt,58.0,58.0,107.0,-19.0,97.0,97.0,138.0,-49.0,37.0,37.0,37.0,-495.0,56.0,56.0,66.0,-231.0,119.0,119.0,194.0,76.0,23.0,23.0,23.0,-447.0,119.0,119.0,565.0,-1165.0,False
282,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_282.txt,58.0,58.0,58.0,-229.0,0.0,-34.0,0.0,-537.0,87.0,87.0,129.0,-3.0,52.0,52.0,73.0,-240.0,0.0,-1.0,0.0,-410.0,0.0,-12.0,0.0,-489.0,87.0,87.0,260.0,-1908.0,False
283,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_283.txt,95.0,95.0,134.0,-36.0,102.0,102.0,166.0,48.0,75.0,75.0,88.0,43.0,0.0,0.0,0.0,-459.0,0.0,-99.0,0.0,-716.0,80.0,80.0,164.0,-37.0,102.0,102.0,552.0,-1157.0,False
284,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_284.txt,93.0,93.0,115.0,-77.0,105.0,105.0,157.0,-131.0,0.0,-63.0,0.0,-740.0,57.0,57.0,67.0,-467.0,15.0,15.0,15.0,-512.0,228.0,228.0,342.0,236.0,228.0,228.0,696.0,-1691.0,False
285,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_285.txt,53.0,53.0,55.0,-77.0,0.0,-53.0,0.0,-387.0,5.0,5.0,5.0,-331.0,25.0,25.0,25.0,-282.0,79.0,79.0,100.0,-35.0,32.0,32.0,60.0,-102.0,79.0,79.0,245.0,-1214.0,False
286,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_286.txt,64.0,64.0,64.0,-312.0,64.0,64.0,105.0,-127.0,28.0,28.0,28.0,-342.0,76.0,76.0,76.0,-150.0,108.0,108.0,108.0,-36.0,0.0,-74.0,0.0,-636.0,108.0,108.0,381.0,-1603.0,False
287,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_287.txt,4.0,4.0,4.0,-75.0,49.0,49.0,131.0,67.0,0.0,-4.0,0.0,-350.0,0.0,-5.0,0.0,-327.0,48.0,48.0,48.0,-206.0,0.0,-20.0,0.0,-297.0,49.0,49.0,183.0,-1188.0,False
288,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_288.txt,68.0,68.0,147.0,49.0,0.0,-29.0,0.0,-491.0,13.0,13.0,13.0,-150.0,0.0,-14.0,0.0,-363.0,0.0,-22.0,0.0,-372.0,33.0,33.0,33.0,-146.0,68.0,68.0,193.0,-1473.0,False
289,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_289.txt,40.0,40.0,95.0,95.0,0.0,-8.0,0.0,-468.0,0.0,-4.0,0.0,-503.0,0.0,-47.0,0.0,-537.0,0.0,-14.0,0.0,-364.0,9.0,9.0,9.0,-258.0,40.0,40.0,104.0,-2035.0,False
290,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_290.txt,0.0,-13.0,0.0,-252.0,97.0,97.0,229.0,122.0,40.0,40.0,40.0,-191.0,35.0,35.0,66.0,-66.0,0.0,-28.0,0.0,-457.0,29.0,29.0,35.0,-289.0,97.0,97.0,370.0,-1133.0,False
291,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_291.txt,0.0,-1.0,0.0,-178.0,0.0,-2.0,0.0,-252.0,0.0,-18.0,0.0,-399.0,0.0,-14.0,0.0,-335.0,18.0,18.0,18.0,-218.0,11.0,11.0,21.0,-141.0,18.0,18.0,39.0,-1523.0,False
292,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_292.txt,2.0,2.0,3.0,-112.0,0.0,-26.0,0.0,-472.0,3.0,3.0,3.0,-467.0,65.0,65.0,101.0,15.0,23.0,23.0,44.0,-77.0,0.0,-62.0,0.0,-501.0,65.0,65.0,151.0,-1614.0,False
293,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_293.txt,80.0,80.0,80.0,-173.0,10.0,10.0,10.0,-357.0,0.0,-33.0,0.0,-445.0,0.0,-10.0,0.0,-357.0,29.0,29.0,48.0,-78.0,0.0,-5.0,0.0,-222.0,80.0,80.0,138.0,-1632.0,False
294,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_294.txt,89.0,89.0,96.0,-281.0,19.0,19.0,19.0,-590.0,126.0,126.0,197.0,-92.0,146.0,146.0,190.0,-65.0,0.0,-76.0,0.0,-793.0,25.0,25.0,25.0,-580.0,146.0,146.0,527.0,-2401.0,False
295,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_295.txt,43.0,43.0,54.0,-75.0,60.0,60.0,78.0,-3.0,20.0,20.0,26.0,-159.0,20.0,20.0,20.0,-309.0,0.0,-7.0,0.0,-199.0,0.0,-1.0,0.0,-236.0,60.0,60.0,178.0,-981.0,False
296,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_296.txt,0.0,-49.0,0.0,-400.0,0.0,-55.0,0.0,-351.0,9.0,9.0,10.0,-182.0,53.0,53.0,117.0,55.0,35.0,35.0,45.0,-70.0,0.0,-21.0,0.0,-332.0,53.0,53.0,172.0,-1280.0,False
297,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_297.txt,9.0,9.0,9.0,-117.0,18.0,18.0,22.0,-218.0,2.0,2.0,2.0,-363.0,4.0,4.0,4.0,-241.0,0.0,-31.0,0.0,-329.0,7.0,7.0,7.0,-282.0,18.0,18.0,44.0,-1550.0,False
298,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_298.txt,0.0,-92.0,0.0,-814.0,9.0,9.0,9.0,-548.0,63.0,63.0,142.0,45.0,35.0,35.0,49.0,-265.0,20.0,20.0,20.0,-561.0,100.0,100.0,123.0,-190.0,100.0,100.0,343.0,-2333.0,False
299,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_299.txt,25.0,25.0,25.0,-124.0,0.0,-30.0,0.0,-443.0,0.0,-34.0,0.0,-289.0,0.0,-1.0,0.0,-287.0,0.0,-38.0,0.0,-513.0,42.0,42.0,42.0,-104.0,42.0,42.0,67.0,-1760.0,False
300,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_300.txt,21.0,21.0,35.0,-80.0,11.0,11.0,11.0,-267.0,0.0,0.0,0.0,-326.0,0.0,-25.0,0.0,-350.0,0.0,-5.0,0.0,-279.0,104.0,104.0,141.0,107.0,104.0,104.0,187.0,-1195.0,False
301,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_301.txt,116.0,116.0,402.0,402.0,16.0,16.0,16.0,-346.0,162.0,162.0,237.0,53.0,101.0,101.0,185.0,-38.0,89.0,89.0,89.0,-187.0,0.0,-17.0,0.0,-525.0,162.0,162.0,929.0,-641.0,False
302,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_302.txt,65.0,65.0,85.0,-22.0,26.0,26.0,43.0,-115.0,113.0,113.0,254.0,135.0,15.0,15.0,15.0,-342.0,57.0,57.0,57.0,-250.0,0.0,-23.0,0.0,-472.0,113.0,113.0,454.0,-1066.0,False
303,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_303.txt,96.0,96.0,133.0,25.0,18.0,18.0,18.0,-322.0,0.0,-27.0,0.0,-399.0,80.0,80.0,210.0,160.0,12.0,12.0,12.0,-258.0,7.0,7.0,7.0,-254.0,96.0,96.0,380.0,-1048.0,False
304,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_304.txt,0.0,-8.0,0.0,-415.0,3.0,3.0,3.0,-119.0,0.0,-7.0,0.0,-444.0,45.0,45.0,65.0,-46.0,4.0,4.0,4.0,-238.0,0.0,-21.0,0.0,-514.0,45.0,45.0,72.0,-1776.0,False
305,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_305.txt,59.0,59.0,144.0,139.0,27.0,27.0,54.0,-197.0,81.0,81.0,201.0,99.0,0.0,-22.0,0.0,-304.0,0.0,-8.0,0.0,-307.0,0.0,-6.0,0.0,-339.0,81.0,81.0,399.0,-909.0,False
306,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_306.txt,136.0,136.0,184.0,-38.0,16.0,16.0,16.0,-452.0,94.0,94.0,94.0,-239.0,0.0,-99.0,0.0,-731.0,68.0,68.0,68.0,-335.0,154.0,154.0,163.0,136.0,154.0,154.0,525.0,-1659.0,False
307,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_307.txt,32.0,32.0,32.0,-129.0,43.0,43.0,43.0,-178.0,0.0,-14.0,0.0,-410.0,20.0,20.0,20.0,-365.0,54.0,54.0,83.0,-30.0,0.0,-40.0,0.0,-475.0,54.0,54.0,178.0,-1587.0,False
308,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_308.txt,89.0,89.0,258.0,206.0,64.0,64.0,127.0,93.0,0.0,-21.0,0.0,-331.0,0.0,-34.0,0.0,-347.0,0.0,-18.0,0.0,-368.0,76.0,76.0,90.0,27.0,89.0,89.0,475.0,-720.0,False
309,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_309.txt,82.0,82.0,132.0,-99.0,0.0,-71.0,0.0,-786.0,103.0,103.0,167.0,-56.0,6.0,6.0,6.0,-538.0,110.0,110.0,110.0,-104.0,105.0,105.0,154.0,81.0,110.0,110.0,569.0,-1502.0,False
310,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_310.txt,57.0,57.0,96.0,-5.0,9.0,9.0,9.0,-393.0,87.0,87.0,87.0,-20.0,0.0,-53.0,0.0,-505.0,0.0,-30.0,0.0,-373.0,7.0,7.0,7.0,-181.0,87.0,87.0,199.0,-1477.0,False
311,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_311.txt,41.0,41.0,94.0,86.0,0.0,-6.0,0.0,-242.0,0.0,-21.0,0.0,-388.0,118.0,118.0,179.0,78.0,57.0,57.0,67.0,-109.0,0.0,-5.0,0.0,-337.0,118.0,118.0,340.0,-912.0,False
312,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_312.txt,143.0,143.0,148.0,-76.0,35.0,35.0,35.0,-280.0,49.0,49.0,99.0,51.0,34.0,34.0,34.0,-275.0,0.0,-10.0,0.0,-252.0,23.0,23.0,38.0,-59.0,143.0,143.0,354.0,-891.0,False
313,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_313.txt,80.0,80.0,85.0,-3.0,2.0,2.0,2.0,-326.0,0.0,-15.0,0.0,-325.0,1.0,1.0,1.0,-276.0,0.0,-7.0,0.0,-341.0,9.0,9.0,10.0,-104.0,80.0,80.0,98.0,-1375.0,False
314,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_314.txt,178.0,178.0,484.0,451.0,179.0,179.0,202.0,-117.0,35.0,35.0,72.0,-226.0,0.0,0.0,0.0,-742.0,0.0,0.0,0.0,-742.0,65.0,65.0,83.0,-412.0,179.0,179.0,841.0,-1788.0,False
315,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_315.txt,78.0,78.0,171.0,72.0,23.0,23.0,23.0,-248.0,114.0,114.0,114.0,35.0,0.0,-15.0,0.0,-343.0,0.0,-45.0,0.0,-398.0,0.0,-45.0,0.0,-423.0,114.0,114.0,308.0,-1305.0,False
316,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_316.txt,25.0,25.0,34.0,-236.0,83.0,83.0,156.0,116.0,8.0,8.0,8.0,-297.0,24.0,24.0,24.0,-283.0,3.0,3.0,3.0,-179.0,59.0,59.0,65.0,-143.0,83.0,83.0,290.0,-1022.0,False
317,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_317.txt,100.0,100.0,192.0,-64.0,76.0,76.0,183.0,-69.0,35.0,35.0,35.0,-525.0,137.0,137.0,256.0,56.0,88.0,88.0,88.0,-439.0,0.0,-80.0,0.0,-780.0,137.0,137.0,754.0,-1821.0,False
318,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_318.txt,61.0,61.0,61.0,-146.0,53.0,53.0,135.0,83.0,37.0,37.0,37.0,-334.0,0.0,-15.0,0.0,-315.0,10.0,10.0,10.0,-392.0,45.0,45.0,101.0,-47.0,61.0,61.0,344.0,-1151.0,False
319,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_319.txt,23.0,23.0,23.0,-172.0,131.0,131.0,207.0,63.0,78.0,78.0,135.0,-25.0,33.0,33.0,33.0,-219.0,32.0,32.0,32.0,-253.0,102.0,102.0,142.0,-29.0,131.0,131.0,572.0,-635.0,False
320,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_320.txt,114.0,114.0,249.0,169.0,185.0,185.0,240.0,131.0,11.0,11.0,11.0,-314.0,142.0,142.0,228.0,131.0,12.0,12.0,18.0,-349.0,27.0,27.0,27.0,-323.0,185.0,185.0,773.0,-555.0,False
321,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_321.txt,0.0,-25.0,0.0,-461.0,0.0,-26.0,0.0,-417.0,30.0,30.0,72.0,-60.0,0.0,-4.0,0.0,-175.0,0.0,-56.0,0.0,-455.0,29.0,29.0,29.0,-230.0,30.0,30.0,101.0,-1798.0,False
322,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_322.txt,10.0,10.0,10.0,-200.0,0.0,-6.0,0.0,-437.0,0.0,-28.0,0.0,-435.0,0.0,-26.0,0.0,-564.0,75.0,75.0,119.0,-8.0,36.0,36.0,58.0,-117.0,75.0,75.0,187.0,-1761.0,False
323,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_323.txt,48.0,48.0,91.0,-38.0,52.0,52.0,94.0,-44.0,0.0,-9.0,0.0,-192.0,23.0,23.0,23.0,-271.0,0.0,-59.0,0.0,-512.0,0.0,-25.0,0.0,-369.0,52.0,52.0,208.0,-1426.0,False
324,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_324.txt,36.0,36.0,69.0,-21.0,26.0,26.0,79.0,16.0,0.0,-42.0,0.0,-423.0,0.0,-44.0,0.0,-394.0,0.0,-15.0,0.0,-371.0,0.0,-26.0,0.0,-408.0,36.0,36.0,148.0,-1601.0,False
325,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_325.txt,183.0,183.0,470.0,470.0,20.0,20.0,20.0,-327.0,68.0,68.0,83.0,-180.0,0.0,-24.0,0.0,-427.0,18.0,18.0,18.0,-396.0,12.0,12.0,24.0,-241.0,183.0,183.0,615.0,-1101.0,False
326,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_326.txt,0.0,-7.0,0.0,-237.0,0.0,-26.0,0.0,-283.0,57.0,57.0,132.0,78.0,20.0,20.0,21.0,-118.0,11.0,11.0,11.0,-320.0,0.0,-3.0,0.0,-312.0,57.0,57.0,164.0,-1192.0,False
327,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_327.txt,72.0,72.0,81.0,-82.0,0.0,-5.0,0.0,-249.0,26.0,26.0,26.0,-409.0,24.0,24.0,44.0,-34.0,7.0,7.0,12.0,-94.0,0.0,-31.0,0.0,-349.0,72.0,72.0,163.0,-1217.0,False
328,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_328.txt,25.0,25.0,25.0,-212.0,0.0,-40.0,0.0,-512.0,11.0,11.0,11.0,-213.0,6.0,6.0,6.0,-411.0,0.0,-35.0,0.0,-518.0,41.0,41.0,41.0,-299.0,41.0,41.0,83.0,-2165.0,False
329,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_329.txt,37.0,37.0,75.0,-52.0,18.0,18.0,18.0,-321.0,0.0,-33.0,0.0,-402.0,62.0,62.0,70.0,-65.0,0.0,-14.0,0.0,-249.0,0.0,-17.0,0.0,-341.0,62.0,62.0,163.0,-1430.0,False
330,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_330.txt,36.0,36.0,36.0,-203.0,64.0,64.0,158.0,59.0,31.0,31.0,50.0,-301.0,0.0,-12.0,0.0,-294.0,0.0,-25.0,0.0,-377.0,64.0,64.0,81.0,-99.0,64.0,64.0,325.0,-1215.0,False
331,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_331.txt,31.0,31.0,84.0,27.0,31.0,31.0,31.0,-349.0,2.0,2.0,2.0,-237.0,0.0,-11.0,0.0,-376.0,0.0,-13.0,0.0,-242.0,26.0,26.0,26.0,-96.0,31.0,31.0,143.0,-1273.0,False
332,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_332.txt,13.0,13.0,14.0,-193.0,25.0,25.0,25.0,-144.0,13.0,13.0,13.0,-186.0,5.0,5.0,5.0,-309.0,0.0,-57.0,0.0,-460.0,3.0,3.0,3.0,-248.0,25.0,25.0,60.0,-1540.0,False
333,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_333.txt,56.0,56.0,66.0,-51.0,0.0,-55.0,0.0,-473.0,7.0,7.0,7.0,-71.0,0.0,-46.0,0.0,-401.0,0.0,-9.0,0.0,-326.0,0.0,-70.0,0.0,-437.0,56.0,56.0,73.0,-1759.0,False
