Test_Id,Distribution,output_file_path,Agent_1_Max,Agent_1_Max_Unclipped,Agent_1_Sum,Agent_1_Sum_Unclipped,Agent_2_Max,Agent_2_Max_Unclipped,Agent_2_Sum,Agent_2_Sum_Unclipped,Agent_3_Max,Agent_3_Max_Unclipped,Agent_3_Sum,Agent_3_Sum_Unclipped,Agent_4_Max,Agent_4_Max_Unclipped,Agent_4_Sum,Agent_4_Sum_Unclipped,Agent_5_Max,Agent_5_Max_Unclipped,Agent_5_Sum,Agent_5_Sum_Unclipped,Agent_6_Max,Agent_6_Max_Unclipped,Agent_6_Sum,Agent_6_Sum_Unclipped,Agent_7_Max,Agent_7_Max_Unclipped,Agent_7_Sum,Agent_7_Sum_Unclipped,Max_Envies,Max_Envies_Unclipped,Sum_Envies,Sum_Envies_Unclipped,Envy_Freeness,Number_of_Possible_Allocations,Number_of_Envy_Free_Allocations,Max_Nash_Welfare,Max_Utilitarian_Welfare,Max_Egalitarian_Welfare,LLM_Nash_Welfare,LLM_Utilitarian_Welfare,LLM_Egalitarian_Welfare
181,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_181.txt,90.0,90.0,116.0,-5.0,71.0,71.0,71.0,-300.0,20.0,20.0,38.0,-240.0,71.0,71.0,71.0,-187.0,70.0,70.0,70.0,-252.0,0.0,-79.0,0.0,-568.0,42.0,42.0,42.0,-193.0,90.0,90.0,408.0,-1745.0,False,5764801.0,0.0,59071674816000.0,688.0,78.0,0.0,568.0,0.0
182,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_182.txt,77.0,77.0,118.0,-158.0,32.0,32.0,32.0,-221.0,34.0,34.0,35.0,-268.0,29.0,29.0,34.0,-102.0,30.0,30.0,30.0,-359.0,0.0,-15.0,0.0,-382.0,1.0,1.0,1.0,-202.0,77.0,77.0,250.0,-1692.0,False,5764801.0,0.0,20284403842560.0,708.0,64.0,3560224747464.0,586.0,9.0
183,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_183.txt,56.0,56.0,56.0,-321.0,73.0,73.0,115.0,-210.0,28.0,28.0,32.0,-336.0,97.0,97.0,157.0,57.0,116.0,116.0,163.0,36.0,0.0,-41.0,0.0,-625.0,39.0,39.0,51.0,-232.0,116.0,116.0,574.0,-1631.0,False,5764801.0,0.0,38342903943960.0,645.0,72.0,0.0,625.0,0.0
184,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_184.txt,97.0,97.0,227.0,-11.0,18.0,18.0,18.0,-517.0,0.0,0.0,0.0,-653.0,0.0,0.0,0.0,-653.0,62.0,62.0,88.0,-349.0,188.0,188.0,432.0,278.0,63.0,63.0,99.0,-329.0,188.0,188.0,864.0,-2234.0,False,5764801.0,0.0,25162907827200.0,653.0,62.0,0.0,653.0,0.0
185,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_185.txt,46.0,46.0,69.0,-201.0,42.0,42.0,42.0,-185.0,43.0,43.0,43.0,-296.0,16.0,16.0,31.0,-166.0,0.0,-16.0,0.0,-375.0,0.0,-9.0,0.0,-344.0,35.0,35.0,103.0,103.0,46.0,46.0,288.0,-1464.0,False,5764801.0,0.0,35108814454560.0,716.0,61.0,16368659352144.0,603.0,51.0
186,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_186.txt,81.0,81.0,213.0,130.0,0.0,-2.0,0.0,-200.0,0.0,-2.0,0.0,-226.0,17.0,17.0,17.0,-283.0,14.0,14.0,14.0,-244.0,20.0,20.0,20.0,-242.0,0.0,-5.0,0.0,-321.0,81.0,81.0,264.0,-1386.0,False,5764801.0,0.0,102495524261130.0,747.0,87.0,27495540072000.0,639.0,26.0
187,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_187.txt,23.0,23.0,23.0,-358.0,99.0,99.0,135.0,-38.0,51.0,51.0,51.0,-416.0,24.0,24.0,24.0,-371.0,0.0,-73.0,0.0,-704.0,72.0,72.0,142.0,-11.0,62.0,62.0,62.0,-413.0,99.0,99.0,437.0,-2311.0,False,5764801.0,0.0,59064621922208.0,706.0,82.0,0.0,704.0,0.0
188,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_188.txt,40.0,40.0,40.0,-275.0,17.0,17.0,17.0,-487.0,58.0,58.0,58.0,-321.0,115.0,115.0,142.0,-81.0,0.0,-74.0,0.0,-707.0,101.0,101.0,111.0,-19.0,22.0,22.0,31.0,-284.0,115.0,115.0,399.0,-2174.0,False,5764801.0,0.0,80325629364600.0,707.0,81.0,0.0,707.0,0.0
189,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_189.txt,13.0,13.0,24.0,-125.0,2.0,2.0,2.0,-128.0,18.0,18.0,18.0,-69.0,0.0,-1.0,0.0,-229.0,0.0,-8.0,0.0,-95.0,0.0,0.0,0.0,-172.0,0.0,-19.0,0.0,-338.0,18.0,18.0,44.0,-1156.0,False,5764801.0,0.0,29393285137920.0,651.0,71.0,15400425452544.0,543.0,62.0
190,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_190.txt,58.0,58.0,60.0,-174.0,39.0,39.0,39.0,-297.0,78.0,78.0,261.0,261.0,75.0,75.0,75.0,-264.0,0.0,-19.0,0.0,-331.0,8.0,8.0,8.0,-366.0,9.0,9.0,9.0,-238.0,78.0,78.0,452.0,-1409.0,False,5764801.0,0.0,63115468596180.0,712.0,86.0,8035196649480.0,624.0,11.0
191,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_191.txt,3.0,3.0,3.0,-103.0,50.0,50.0,50.0,-157.0,23.0,23.0,23.0,-229.0,35.0,35.0,36.0,-154.0,3.0,3.0,3.0,-154.0,7.0,7.0,11.0,-256.0,17.0,17.0,17.0,-151.0,50.0,50.0,143.0,-1204.0,False,5764801.0,0.0,55235750169600.0,719.0,75.0,9569900051712.0,534.0,28.0
192,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_192.txt,30.0,30.0,33.0,-520.0,159.0,159.0,263.0,114.0,85.0,85.0,168.0,-215.0,0.0,0.0,0.0,-736.0,0.0,0.0,0.0,-736.0,99.0,99.0,225.0,74.0,101.0,101.0,189.0,27.0,159.0,159.0,878.0,-1992.0,False,5764801.0,0.0,93146911836000.0,738.0,86.0,0.0,736.0,0.0
193,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_193.txt,85.0,85.0,264.0,264.0,12.0,12.0,12.0,-198.0,35.0,35.0,82.0,-34.0,31.0,31.0,31.0,-180.0,0.0,0.0,0.0,-202.0,0.0,-10.0,0.0,-315.0,0.0,-10.0,0.0,-210.0,85.0,85.0,389.0,-875.0,False,5764801.0,0.0,34700440500000.0,694.0,73.0,5877983394360.0,518.0,34.0
194,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_194.txt,90.0,90.0,90.0,-252.0,119.0,119.0,170.0,157.0,34.0,34.0,34.0,-335.0,65.0,65.0,65.0,-144.0,54.0,54.0,59.0,-246.0,0.0,-17.0,0.0,-279.0,69.0,69.0,69.0,-189.0,119.0,119.0,487.0,-1288.0,False,5764801.0,0.0,53897297454000.0,706.0,79.0,690046830000.0,592.0,1.0
195,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_195.txt,57.0,57.0,126.0,40.0,26.0,26.0,33.0,-173.0,19.0,19.0,20.0,-196.0,45.0,45.0,55.0,-211.0,30.0,30.0,30.0,-163.0,0.0,-3.0,0.0,-257.0,0.0,-2.0,0.0,-229.0,57.0,57.0,264.0,-1189.0,False,5764801.0,0.0,72383395150080.0,687.0,80.0,31041146572800.0,628.0,51.0
196,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_196.txt,49.0,49.0,85.0,-60.0,15.0,15.0,15.0,-303.0,20.0,20.0,20.0,-269.0,1.0,1.0,1.0,-313.0,0.0,-6.0,0.0,-344.0,0.0,-9.0,0.0,-307.0,0.0,-6.0,0.0,-319.0,49.0,49.0,121.0,-1915.0,False,5764801.0,0.0,56953705284000.0,724.0,81.0,39022694887680.0,669.0,38.0
197,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_197.txt,48.0,48.0,60.0,-169.0,2.0,2.0,2.0,-247.0,31.0,31.0,31.0,-277.0,80.0,80.0,115.0,19.0,19.0,19.0,19.0,-300.0,34.0,34.0,34.0,-303.0,11.0,11.0,11.0,-321.0,80.0,80.0,272.0,-1598.0,False,5764801.0,0.0,31318874496000.0,666.0,73.0,10897286400000.0,583.0,25.0
198,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_198.txt,56.0,56.0,167.0,126.0,69.0,69.0,124.0,-196.0,78.0,78.0,211.0,119.0,150.0,150.0,219.0,-28.0,67.0,67.0,133.0,-230.0,0.0,0.0,0.0,-617.0,0.0,0.0,0.0,-617.0,150.0,150.0,854.0,-1443.0,False,5764801.0,0.0,54741398046720.0,721.0,77.0,0.0,617.0,0.0
199,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_199.txt,9.0,9.0,9.0,-391.0,46.0,46.0,46.0,-377.0,0.0,-73.0,0.0,-701.0,37.0,37.0,46.0,-363.0,15.0,15.0,15.0,-487.0,89.0,89.0,93.0,-215.0,159.0,159.0,371.0,371.0,159.0,159.0,580.0,-2163.0,False,5764801.0,0.0,62172965615040.0,705.0,82.0,0.0,701.0,0.0
200,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_200.txt,3.0,3.0,3.0,-138.0,18.0,18.0,35.0,-134.0,32.0,32.0,32.0,-210.0,27.0,27.0,27.0,-196.0,0.0,-10.0,0.0,-307.0,0.0,-20.0,0.0,-344.0,0.0,-7.0,0.0,-195.0,32.0,32.0,97.0,-1524.0,False,5764801.0,0.0,37386435340800.0,680.0,74.0,16595695404288.0,546.0,63.0
201,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_201.txt,87.0,87.0,116.0,-27.0,86.0,86.0,159.0,83.0,42.0,42.0,60.0,-182.0,23.0,23.0,23.0,-231.0,64.0,64.0,83.0,20.0,7.0,7.0,10.0,-193.0,42.0,42.0,42.0,-194.0,87.0,87.0,493.0,-724.0,False,5764801.0,0.0,34528623579450.0,649.0,66.0,307718433000.0,443.0,6.0
202,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_202.txt,57.0,57.0,57.0,-274.0,62.0,62.0,62.0,-263.0,66.0,66.0,66.0,-307.0,0.0,-50.0,0.0,-449.0,0.0,-15.0,0.0,-410.0,28.0,28.0,54.0,-10.0,8.0,8.0,8.0,-263.0,66.0,66.0,247.0,-1976.0,False,5764801.0,0.0,55827336628800.0,666.0,79.0,13092576969600.0,623.0,16.0
203,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_203.txt,29.0,29.0,42.0,-67.0,31.0,31.0,31.0,-177.0,44.0,44.0,44.0,-168.0,40.0,40.0,40.0,-156.0,20.0,20.0,20.0,-77.0,16.0,16.0,16.0,-258.0,84.0,84.0,151.0,-3.0,84.0,84.0,344.0,-906.0,False,5764801.0,0.0,65479614520320.0,692.0,83.0,16456088252160.0,556.0,47.0
204,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_204.txt,95.0,95.0,104.0,-23.0,71.0,71.0,71.0,-114.0,93.0,93.0,94.0,-17.0,10.0,10.0,10.0,-227.0,0.0,-4.0,0.0,-196.0,40.0,40.0,40.0,-198.0,119.0,119.0,238.0,204.0,119.0,119.0,557.0,-571.0,False,5764801.0,0.0,93885959681514.0,727.0,86.0,1312716506808.0,562.0,2.0
205,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_205.txt,0.0,-1.0,0.0,-153.0,58.0,58.0,135.0,50.0,0.0,-44.0,0.0,-356.0,0.0,-14.0,0.0,-360.0,1.0,1.0,1.0,-356.0,0.0,-1.0,0.0,-209.0,0.0,-15.0,0.0,-226.0,58.0,58.0,136.0,-1610.0,False,5764801.0,0.0,53534939377920.0,702.0,77.0,39724868383200.0,620.0,65.0
206,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_206.txt,73.0,73.0,163.0,85.0,7.0,7.0,7.0,-295.0,29.0,29.0,54.0,-146.0,0.0,-16.0,0.0,-342.0,34.0,34.0,34.0,-281.0,22.0,22.0,46.0,-214.0,0.0,-7.0,0.0,-397.0,73.0,73.0,304.0,-1590.0,False,5764801.0,0.0,26303973696000.0,629.0,66.0,11971164441600.0,585.0,28.0
207,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_207.txt,2.0,2.0,2.0,-348.0,67.0,67.0,107.0,72.0,50.0,50.0,53.0,-189.0,52.0,52.0,56.0,-208.0,45.0,45.0,56.0,-196.0,0.0,-9.0,0.0,-365.0,7.0,7.0,8.0,-298.0,67.0,67.0,282.0,-1532.0,False,5764801.0,0.0,32465195642880.0,673.0,74.0,9297154944000.0,584.0,31.0
208,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_208.txt,27.0,27.0,27.0,-348.0,40.0,40.0,40.0,-279.0,25.0,25.0,40.0,-304.0,25.0,25.0,25.0,-501.0,114.0,114.0,138.0,-38.0,0.0,-61.0,0.0,-701.0,110.0,110.0,240.0,92.0,114.0,114.0,510.0,-2079.0,False,5764801.0,0.0,55793669601600.0,701.0,80.0,0.0,701.0,0.0
209,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_209.txt,0.0,-26.0,0.0,-254.0,6.0,6.0,6.0,-191.0,14.0,14.0,14.0,-161.0,0.0,-5.0,0.0,-189.0,0.0,-25.0,0.0,-262.0,0.0,-12.0,0.0,-222.0,0.0,-4.0,0.0,-243.0,14.0,14.0,20.0,-1522.0,False,5764801.0,0.0,32448564130500.0,650.0,75.0,17780035140000.0,557.0,49.0
210,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_210.txt,47.0,47.0,52.0,-178.0,16.0,16.0,16.0,-304.0,90.0,90.0,280.0,262.0,99.0,99.0,99.0,-262.0,41.0,41.0,41.0,-214.0,53.0,53.0,53.0,-250.0,0.0,-93.0,0.0,-700.0,99.0,99.0,541.0,-1646.0,False,5764801.0,0.0,92215745633880.0,725.0,88.0,0.0,700.0,0.0
211,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_211.txt,135.0,135.0,327.0,119.0,156.0,156.0,264.0,138.0,53.0,53.0,73.0,-366.0,0.0,0.0,0.0,-711.0,0.0,0.0,0.0,-711.0,0.0,0.0,0.0,-711.0,154.0,154.0,347.0,145.0,156.0,156.0,1011.0,-2097.0,False,5764801.0,0.0,47717084554272.0,711.0,81.0,0.0,711.0,0.0
212,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_212.txt,47.0,47.0,47.0,-322.0,81.0,81.0,81.0,-271.0,67.0,67.0,67.0,-272.0,33.0,33.0,72.0,-36.0,99.0,99.0,155.0,73.0,51.0,51.0,51.0,-362.0,0.0,-75.0,0.0,-702.0,99.0,99.0,473.0,-1892.0,False,5764801.0,0.0,75130251570000.0,712.0,83.0,0.0,702.0,0.0
213,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_213.txt,9.0,9.0,17.0,-271.0,72.0,72.0,72.0,-155.0,0.0,-56.0,0.0,-625.0,78.0,78.0,84.0,-193.0,12.0,12.0,12.0,-261.0,58.0,58.0,58.0,-341.0,146.0,146.0,507.0,507.0,146.0,146.0,750.0,-1339.0,False,5764801.0,0.0,59608886622560.0,688.0,79.0,0.0,625.0,0.0
214,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_214.txt,3.0,3.0,3.0,-278.0,7.0,7.0,7.0,-294.0,0.0,-3.0,0.0,-340.0,0.0,-1.0,0.0,-217.0,74.0,74.0,213.0,213.0,14.0,14.0,14.0,-216.0,0.0,-10.0,0.0,-230.0,74.0,74.0,237.0,-1362.0,False,5764801.0,0.0,25272500268960.0,699.0,64.0,14816613432000.0,589.0,31.0
215,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_215.txt,92.0,92.0,314.0,260.0,89.0,89.0,291.0,246.0,79.0,79.0,121.0,-48.0,41.0,41.0,67.0,-154.0,39.0,39.0,46.0,-159.0,0.0,-13.0,0.0,-419.0,7.0,7.0,7.0,-141.0,92.0,92.0,846.0,-415.0,False,5764801.0,0.0,30821034816000.0,673.0,64.0,0.0,419.0,0.0
216,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_216.txt,9.0,9.0,15.0,-218.0,0.0,0.0,0.0,-207.0,0.0,-18.0,0.0,-351.0,0.0,-3.0,0.0,-205.0,0.0,-4.0,0.0,-235.0,0.0,-12.0,0.0,-302.0,0.0,-1.0,0.0,-153.0,9.0,9.0,15.0,-1671.0,False,5764801.0,0.0,76169552158656.0,720.0,77.0,35463911845824.0,606.0,76.0
217,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_217.txt,17.0,17.0,22.0,-156.0,28.0,28.0,31.0,-152.0,35.0,35.0,56.0,-95.0,25.0,25.0,25.0,-157.0,29.0,29.0,29.0,-271.0,29.0,29.0,29.0,-120.0,0.0,-4.0,0.0,-149.0,35.0,35.0,192.0,-1100.0,False,5764801.0,0.0,36651390589440.0,694.0,68.0,9804908445696.0,524.0,39.0
218,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_218.txt,0.0,-10.0,0.0,-216.0,27.0,27.0,39.0,-149.0,0.0,-8.0,0.0,-356.0,0.0,-14.0,0.0,-375.0,75.0,75.0,132.0,-4.0,0.0,-26.0,0.0,-427.0,0.0,0.0,0.0,-386.0,75.0,75.0,171.0,-1913.0,False,5764801.0,0.0,55470112581780.0,726.0,78.0,48060530022960.0,669.0,62.0
219,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_219.txt,85.0,85.0,105.0,-98.0,37.0,37.0,58.0,-89.0,9.0,9.0,9.0,-169.0,5.0,5.0,5.0,-208.0,16.0,16.0,16.0,-168.0,33.0,33.0,33.0,-60.0,13.0,13.0,13.0,-225.0,85.0,85.0,239.0,-1017.0,False,5764801.0,0.0,21173367600000.0,679.0,60.0,1497835825920.0,505.0,7.0
220,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_220.txt,23.0,23.0,27.0,-255.0,72.0,72.0,132.0,-183.0,68.0,68.0,68.0,-330.0,60.0,60.0,104.0,-312.0,81.0,81.0,99.0,-51.0,0.0,-7.0,0.0,-626.0,133.0,133.0,278.0,80.0,133.0,133.0,708.0,-1677.0,False,5764801.0,0.0,45923147559744.0,741.0,68.0,0.0,626.0,0.0
221,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_221.txt,35.0,35.0,45.0,-508.0,153.0,153.0,285.0,-1.0,75.0,75.0,121.0,-341.0,102.0,102.0,277.0,39.0,75.0,75.0,187.0,13.0,0.0,0.0,0.0,-698.0,0.0,0.0,0.0,-698.0,153.0,153.0,915.0,-2194.0,False,5764801.0,0.0,56139893821440.0,702.0,78.0,0.0,698.0,0.0
222,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_222.txt,33.0,33.0,64.0,-115.0,0.0,-1.0,0.0,-290.0,61.0,61.0,91.0,-133.0,53.0,53.0,56.0,-82.0,50.0,50.0,87.0,-161.0,56.0,56.0,70.0,11.0,37.0,37.0,37.0,-247.0,61.0,61.0,405.0,-1017.0,False,5764801.0,0.0,33915808819200.0,645.0,71.0,3360243999840.0,537.0,13.0
223,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_223.txt,26.0,26.0,39.0,-33.0,0.0,-6.0,0.0,-147.0,48.0,48.0,58.0,-115.0,0.0,-6.0,0.0,-223.0,4.0,4.0,4.0,-193.0,14.0,14.0,14.0,-244.0,0.0,-6.0,0.0,-304.0,48.0,48.0,115.0,-1259.0,False,5764801.0,0.0,51040960481280.0,711.0,76.0,16427966400000.0,554.0,50.0
224,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_224.txt,133.0,133.0,323.0,208.0,7.0,7.0,7.0,-435.0,84.0,84.0,121.0,-177.0,41.0,41.0,41.0,-288.0,84.0,84.0,183.0,-12.0,0.0,-39.0,0.0,-619.0,34.0,34.0,34.0,-316.0,133.0,133.0,709.0,-1639.0,False,5764801.0,0.0,30269399895000.0,677.0,61.0,0.0,619.0,0.0
225,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_225.txt,0.0,-9.0,0.0,-262.0,66.0,66.0,82.0,-188.0,34.0,34.0,34.0,-286.0,23.0,23.0,23.0,-184.0,77.0,77.0,131.0,118.0,20.0,20.0,20.0,-280.0,0.0,-4.0,0.0,-275.0,77.0,77.0,290.0,-1357.0,False,5764801.0,0.0,51914887390080.0,713.0,78.0,13807676413440.0,625.0,20.0
226,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_226.txt,126.0,126.0,292.0,280.0,0.0,0.0,0.0,-704.0,17.0,17.0,30.0,-495.0,0.0,0.0,0.0,-704.0,51.0,51.0,100.0,-303.0,70.0,70.0,108.0,-303.0,116.0,116.0,199.0,15.0,126.0,126.0,729.0,-2214.0,False,5764801.0,0.0,64875825685440.0,719.0,79.0,0.0,704.0,0.0
227,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_227.txt,59.0,59.0,89.0,-342.0,157.0,157.0,281.0,96.0,0.0,0.0,0.0,-715.0,0.0,0.0,0.0,-715.0,149.0,149.0,291.0,112.0,81.0,81.0,105.0,-325.0,124.0,124.0,165.0,29.0,157.0,157.0,931.0,-1860.0,False,5764801.0,0.0,76171183334400.0,720.0,81.0,0.0,715.0,0.0
228,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_228.txt,7.0,7.0,7.0,-184.0,0.0,-2.0,0.0,-157.0,18.0,18.0,20.0,-237.0,10.0,10.0,10.0,-203.0,0.0,-12.0,0.0,-237.0,0.0,-40.0,0.0,-385.0,0.0,-18.0,0.0,-232.0,18.0,18.0,37.0,-1635.0,False,5764801.0,0.0,62073815083280.0,699.0,83.0,33061053685660.0,601.0,71.0
229,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_229.txt,91.0,91.0,95.0,-71.0,17.0,17.0,37.0,-90.0,79.0,79.0,79.0,-138.0,56.0,56.0,116.0,58.0,67.0,67.0,85.0,-39.0,0.0,0.0,0.0,-236.0,11.0,11.0,14.0,-169.0,91.0,91.0,426.0,-685.0,False,5764801.0,0.0,53798747340800.0,672.0,80.0,245967321600.0,479.0,1.0
230,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_230.txt,0.0,-59.0,0.0,-664.0,102.0,102.0,359.0,316.0,50.0,50.0,50.0,-438.0,4.0,4.0,4.0,-297.0,35.0,35.0,35.0,-495.0,90.0,90.0,110.0,-177.0,45.0,45.0,45.0,-297.0,102.0,102.0,603.0,-2052.0,False,5764801.0,0.0,54370634572800.0,664.0,78.0,0.0,664.0,0.0
231,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_231.txt,87.0,87.0,87.0,-271.0,13.0,13.0,21.0,-402.0,74.0,74.0,137.0,-158.0,0.0,-39.0,0.0,-642.0,29.0,29.0,29.0,-479.0,14.0,14.0,14.0,-342.0,99.0,99.0,370.0,363.0,99.0,99.0,658.0,-1931.0,False,5764801.0,0.0,43386968242800.0,671.0,75.0,0.0,642.0,0.0
232,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_232.txt,67.0,67.0,149.0,37.0,147.0,147.0,253.0,156.0,30.0,30.0,54.0,-242.0,93.0,93.0,93.0,-228.0,34.0,34.0,34.0,-275.0,0.0,-38.0,0.0,-532.0,35.0,35.0,35.0,-298.0,147.0,147.0,618.0,-1382.0,False,5764801.0,0.0,23376275429760.0,662.0,64.0,0.0,532.0,0.0
233,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_233.txt,0.0,-29.0,0.0,-309.0,65.0,65.0,115.0,-17.0,13.0,13.0,13.0,-283.0,0.0,-2.0,0.0,-243.0,0.0,-25.0,0.0,-313.0,0.0,-21.0,0.0,-375.0,0.0,-14.0,0.0,-340.0,65.0,65.0,128.0,-1880.0,False,5764801.0,0.0,43156596843360.0,644.0,71.0,29350737961920.0,598.0,68.0
234,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_234.txt,41.0,41.0,83.0,29.0,63.0,63.0,63.0,-263.0,0.0,-6.0,0.0,-261.0,67.0,67.0,67.0,-190.0,57.0,57.0,57.0,-89.0,75.0,75.0,75.0,-230.0,69.0,69.0,69.0,-255.0,75.0,75.0,414.0,-1259.0,False,5764801.0,0.0,79024145327424.0,723.0,80.0,17302583992320.0,645.0,16.0
235,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_235.txt,27.0,27.0,27.0,-202.0,6.0,6.0,6.0,-102.0,45.0,45.0,45.0,-155.0,25.0,25.0,25.0,-148.0,0.0,-32.0,0.0,-292.0,0.0,-14.0,0.0,-252.0,117.0,117.0,243.0,193.0,117.0,117.0,346.0,-958.0,False,5764801.0,0.0,21849383232000.0,643.0,71.0,2196585504000.0,453.0,16.0
236,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_236.txt,49.0,49.0,82.0,-164.0,70.0,70.0,147.0,-2.0,95.0,95.0,130.0,-380.0,60.0,60.0,75.0,-404.0,80.0,80.0,130.0,-141.0,0.0,0.0,0.0,-680.0,0.0,0.0,0.0,-680.0,95.0,95.0,564.0,-2451.0,False,5764801.0,0.0,59217771412800.0,680.0,79.0,0.0,680.0,0.0
237,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_237.txt,0.0,-1.0,0.0,-305.0,19.0,19.0,19.0,-166.0,14.0,14.0,14.0,-129.0,35.0,35.0,35.0,-112.0,0.0,-5.0,0.0,-350.0,46.0,46.0,46.0,-159.0,0.0,-22.0,0.0,-376.0,46.0,46.0,114.0,-1597.0,False,5764801.0,0.0,110952819850752.0,740.0,88.0,32750045577216.0,609.0,51.0
238,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_238.txt,0.0,-7.0,0.0,-125.0,0.0,-27.0,0.0,-340.0,0.0,-28.0,0.0,-312.0,0.0,-4.0,0.0,-205.0,0.0,-1.0,0.0,-164.0,0.0,-13.0,0.0,-181.0,0.0,-10.0,0.0,-267.0,0.0,-1.0,0.0,-1594.0,True,5764801.0,0.0,52063159918770.0,689.0,67.0,26627723011890.0,588.0,65.0
239,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_239.txt,109.0,109.0,214.0,31.0,126.0,126.0,241.0,-48.0,95.0,95.0,212.0,59.0,0.0,0.0,0.0,-691.0,33.0,33.0,48.0,-390.0,72.0,72.0,121.0,-281.0,0.0,0.0,0.0,-691.0,126.0,126.0,836.0,-2011.0,False,5764801.0,0.0,46704653318400.0,711.0,75.0,0.0,691.0,0.0
240,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_240.txt,0.0,-4.0,0.0,-172.0,1.0,1.0,2.0,-115.0,64.0,64.0,93.0,-41.0,50.0,50.0,83.0,21.0,62.0,62.0,95.0,-155.0,17.0,17.0,17.0,-225.0,57.0,57.0,66.0,-32.0,64.0,64.0,356.0,-719.0,False,5764801.0,0.0,26690651868672.0,640.0,72.0,1721212416000.0,440.0,16.0
241,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_241.txt,105.0,105.0,176.0,130.0,59.0,59.0,59.0,-288.0,5.0,5.0,5.0,-293.0,43.0,43.0,46.0,-159.0,56.0,56.0,56.0,-208.0,8.0,8.0,16.0,-277.0,50.0,50.0,50.0,-332.0,105.0,105.0,408.0,-1427.0,False,5764801.0,0.0,48773828752704.0,680.0,81.0,720844739208.0,588.0,1.0
