Test_Id,Distribution,output_file_path,Agent_1_Max,Agent_1_Max_Unclipped,Agent_1_Sum,Agent_1_Sum_Unclipped,Agent_2_Max,Agent_2_Max_Unclipped,Agent_2_Sum,Agent_2_Sum_Unclipped,Agent_3_Max,Agent_3_Max_Unclipped,Agent_3_Sum,Agent_3_Sum_Unclipped,Agent_4_Max,Agent_4_Max_Unclipped,Agent_4_Sum,Agent_4_Sum_Unclipped,Agent_5_Max,Agent_5_Max_Unclipped,Agent_5_Sum,Agent_5_Sum_Unclipped,Agent_6_Max,Agent_6_Max_Unclipped,Agent_6_Sum,Agent_6_Sum_Unclipped,Agent_7_Max,Agent_7_Max_Unclipped,Agent_7_Sum,Agent_7_Sum_Unclipped,Agent_8_Max,Agent_8_Max_Unclipped,Agent_8_Sum,Agent_8_Sum_Unclipped,Max_Envies,Max_Envies_Unclipped,Sum_Envies,Sum_Envies_Unclipped,Envy_Freeness
204,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_204.txt,17.0,17.0,17.0,-277.0,17.0,17.0,17.0,-176.0,14.0,14.0,17.0,-183.0,21.0,21.0,21.0,-298.0,9.0,9.0,9.0,-280.0,13.0,13.0,13.0,-250.0,4.0,4.0,4.0,-233.0,41.0,41.0,58.0,-39.0,41.0,41.0,156.0,-1736.0,False
205,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_205.txt,94.0,94.0,210.0,12.0,89.0,89.0,218.0,65.0,0.0,0.0,0.0,-458.0,45.0,45.0,105.0,-36.0,0.0,0.0,0.0,-458.0,95.0,95.0,159.0,3.0,0.0,0.0,0.0,-458.0,56.0,56.0,128.0,-74.0,95.0,95.0,820.0,-1404.0,False
206,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_206.txt,1.0,1.0,1.0,-86.0,3.0,3.0,5.0,-227.0,0.0,-11.0,0.0,-341.0,0.0,-10.0,0.0,-382.0,0.0,-10.0,0.0,-147.0,0.0,-5.0,0.0,-185.0,0.0,-7.0,0.0,-382.0,0.0,-15.0,0.0,-353.0,3.0,3.0,6.0,-2103.0,False
207,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_207.txt,51.0,51.0,51.0,-304.0,78.0,78.0,78.0,-346.0,0.0,-90.0,0.0,-741.0,20.0,20.0,20.0,-441.0,88.0,88.0,88.0,-209.0,16.0,16.0,16.0,-276.0,30.0,30.0,30.0,-244.0,98.0,98.0,98.0,-70.0,98.0,98.0,381.0,-2631.0,False
208,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_208.txt,0.0,-4.0,0.0,-379.0,0.0,0.0,0.0,-291.0,0.0,-14.0,0.0,-267.0,16.0,16.0,23.0,-258.0,12.0,12.0,30.0,-148.0,38.0,38.0,38.0,-192.0,38.0,38.0,38.0,-274.0,66.0,66.0,246.0,207.0,66.0,66.0,375.0,-1602.0,False
209,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_209.txt,24.0,24.0,45.0,-68.0,73.0,73.0,122.0,-67.0,91.0,91.0,91.0,-161.0,71.0,71.0,98.0,-118.0,46.0,46.0,69.0,-138.0,61.0,61.0,108.0,-6.0,67.0,67.0,67.0,-151.0,72.0,72.0,72.0,-192.0,91.0,91.0,672.0,-901.0,False
210,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_210.txt,98.0,98.0,195.0,142.0,10.0,10.0,10.0,-287.0,34.0,34.0,37.0,-236.0,0.0,-14.0,0.0,-305.0,53.0,53.0,53.0,-207.0,54.0,54.0,54.0,-182.0,40.0,40.0,40.0,-255.0,37.0,37.0,37.0,-319.0,98.0,98.0,426.0,-1649.0,False
211,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_211.txt,0.0,-20.0,0.0,-381.0,26.0,26.0,26.0,-291.0,65.0,65.0,94.0,-108.0,0.0,-1.0,0.0,-245.0,2.0,2.0,2.0,-252.0,0.0,-9.0,0.0,-352.0,0.0,-15.0,0.0,-411.0,0.0,-25.0,0.0,-462.0,65.0,65.0,122.0,-2502.0,False
212,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_212.txt,6.0,6.0,6.0,-171.0,7.0,7.0,7.0,-341.0,0.0,-11.0,0.0,-376.0,0.0,-2.0,0.0,-273.0,0.0,-9.0,0.0,-342.0,10.0,10.0,10.0,-120.0,2.0,2.0,2.0,-275.0,1.0,1.0,1.0,-250.0,10.0,10.0,26.0,-2148.0,False
213,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_213.txt,90.0,90.0,306.0,205.0,53.0,53.0,54.0,-481.0,81.0,81.0,162.0,-201.0,97.0,97.0,347.0,213.0,113.0,113.0,259.0,58.0,0.0,0.0,0.0,-752.0,29.0,29.0,45.0,-381.0,0.0,0.0,0.0,-752.0,113.0,113.0,1173.0,-2091.0,False
214,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_214.txt,16.0,16.0,25.0,-128.0,31.0,31.0,31.0,-229.0,29.0,29.0,29.0,-300.0,0.0,-21.0,0.0,-360.0,22.0,22.0,22.0,-301.0,5.0,5.0,5.0,-269.0,0.0,-30.0,0.0,-353.0,26.0,26.0,56.0,-131.0,31.0,31.0,168.0,-2071.0,False
215,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_215.txt,0.0,0.0,0.0,-846.0,53.0,53.0,60.0,-550.0,49.0,49.0,85.0,-401.0,215.0,215.0,778.0,768.0,0.0,0.0,0.0,-846.0,82.0,82.0,132.0,-397.0,52.0,52.0,84.0,-423.0,118.0,118.0,278.0,-7.0,215.0,215.0,1417.0,-2702.0,False
216,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_216.txt,122.0,122.0,318.0,169.0,66.0,66.0,123.0,-223.0,88.0,88.0,220.0,110.0,83.0,83.0,108.0,-256.0,93.0,93.0,119.0,-129.0,0.0,-19.0,0.0,-619.0,94.0,94.0,162.0,-99.0,98.0,98.0,105.0,-76.0,122.0,122.0,1155.0,-1123.0,False
217,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_217.txt,15.0,15.0,27.0,-165.0,59.0,59.0,195.0,125.0,31.0,31.0,58.0,-140.0,0.0,-9.0,0.0,-311.0,0.0,-21.0,0.0,-260.0,0.0,-4.0,0.0,-251.0,30.0,30.0,30.0,-189.0,0.0,-1.0,0.0,-190.0,59.0,59.0,310.0,-1381.0,False
218,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_218.txt,39.0,39.0,61.0,-287.0,24.0,24.0,26.0,-229.0,130.0,130.0,367.0,292.0,93.0,93.0,164.0,-81.0,61.0,61.0,116.0,-295.0,58.0,58.0,59.0,-211.0,49.0,49.0,49.0,-325.0,0.0,-38.0,0.0,-632.0,130.0,130.0,842.0,-1768.0,False
219,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_219.txt,17.0,17.0,17.0,-216.0,22.0,22.0,42.0,-154.0,0.0,-3.0,0.0,-322.0,0.0,-14.0,0.0,-338.0,13.0,13.0,13.0,-247.0,0.0,0.0,0.0,-252.0,0.0,-11.0,0.0,-386.0,0.0,-23.0,0.0,-313.0,22.0,22.0,72.0,-2228.0,False
220,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_220.txt,0.0,0.0,0.0,-797.0,62.0,62.0,117.0,-87.0,62.0,62.0,114.0,-309.0,0.0,0.0,0.0,-797.0,28.0,28.0,38.0,-325.0,144.0,144.0,265.0,-14.0,105.0,105.0,258.0,95.0,94.0,94.0,172.0,-255.0,144.0,144.0,964.0,-2489.0,False
221,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_221.txt,13.0,13.0,26.0,-199.0,89.0,89.0,97.0,-87.0,42.0,42.0,67.0,-148.0,70.0,70.0,70.0,-241.0,45.0,45.0,45.0,-267.0,20.0,20.0,20.0,-200.0,70.0,70.0,70.0,-326.0,0.0,-1.0,0.0,-156.0,89.0,89.0,395.0,-1624.0,False
222,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_222.txt,39.0,39.0,60.0,-60.0,33.0,33.0,65.0,-152.0,49.0,49.0,52.0,-68.0,94.0,94.0,239.0,186.0,21.0,21.0,42.0,-57.0,6.0,6.0,6.0,-289.0,14.0,14.0,14.0,-269.0,10.0,10.0,10.0,-188.0,94.0,94.0,488.0,-897.0,False
223,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_223.txt,0.0,-14.0,0.0,-425.0,63.0,63.0,178.0,128.0,0.0,-3.0,0.0,-279.0,0.0,-36.0,0.0,-517.0,9.0,9.0,9.0,-324.0,0.0,-27.0,0.0,-390.0,0.0,-25.0,0.0,-389.0,0.0,-8.0,0.0,-421.0,63.0,63.0,187.0,-2617.0,False
224,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_224.txt,30.0,30.0,30.0,-148.0,13.0,13.0,13.0,-236.0,33.0,33.0,44.0,-105.0,63.0,63.0,97.0,-15.0,0.0,-10.0,0.0,-268.0,48.0,48.0,48.0,-212.0,32.0,32.0,32.0,-215.0,0.0,-6.0,0.0,-258.0,63.0,63.0,264.0,-1457.0,False
225,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_225.txt,36.0,36.0,42.0,-240.0,13.0,13.0,13.0,-211.0,48.0,48.0,121.0,20.0,0.0,-3.0,0.0,-394.0,11.0,11.0,13.0,-328.0,0.0,-11.0,0.0,-404.0,23.0,23.0,28.0,-325.0,33.0,33.0,33.0,-199.0,48.0,48.0,250.0,-2081.0,False
226,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_226.txt,0.0,-14.0,0.0,-342.0,13.0,13.0,13.0,-253.0,1.0,1.0,1.0,-285.0,2.0,2.0,2.0,-359.0,20.0,20.0,25.0,-153.0,0.0,-1.0,0.0,-241.0,0.0,-7.0,0.0,-277.0,48.0,48.0,76.0,-36.0,48.0,48.0,117.0,-1946.0,False
227,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_227.txt,17.0,17.0,30.0,-155.0,8.0,8.0,8.0,-223.0,17.0,17.0,22.0,-221.0,16.0,16.0,19.0,-136.0,0.0,-5.0,0.0,-261.0,0.0,-10.0,0.0,-217.0,46.0,46.0,46.0,-193.0,3.0,3.0,3.0,-226.0,46.0,46.0,128.0,-1632.0,False
228,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_228.txt,151.0,151.0,290.0,163.0,24.0,24.0,24.0,-534.0,64.0,64.0,64.0,-408.0,0.0,-78.0,0.0,-794.0,31.0,31.0,32.0,-369.0,27.0,27.0,27.0,-410.0,41.0,41.0,41.0,-495.0,99.0,99.0,123.0,-68.0,151.0,151.0,601.0,-2915.0,False
229,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_229.txt,41.0,41.0,62.0,-545.0,125.0,125.0,300.0,53.0,0.0,0.0,0.0,-718.0,183.0,183.0,488.0,319.0,17.0,17.0,39.0,-483.0,0.0,0.0,0.0,-718.0,137.0,137.0,446.0,172.0,0.0,0.0,0.0,-718.0,183.0,183.0,1335.0,-2638.0,False
230,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_230.txt,20.0,20.0,20.0,-350.0,21.0,21.0,21.0,-215.0,35.0,35.0,42.0,-225.0,74.0,74.0,265.0,217.0,0.0,-19.0,0.0,-380.0,0.0,-6.0,0.0,-360.0,0.0,-14.0,0.0,-436.0,0.0,-1.0,0.0,-411.0,74.0,74.0,348.0,-2160.0,False
231,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_231.txt,47.0,47.0,78.0,-33.0,71.0,71.0,80.0,-176.0,58.0,58.0,58.0,-191.0,81.0,81.0,81.0,-203.0,0.0,-12.0,0.0,-319.0,24.0,24.0,35.0,-256.0,85.0,85.0,88.0,-175.0,125.0,125.0,221.0,115.0,125.0,125.0,641.0,-1238.0,False
232,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_232.txt,0.0,-12.0,0.0,-289.0,0.0,-20.0,0.0,-432.0,0.0,-2.0,0.0,-293.0,4.0,4.0,4.0,-303.0,0.0,-30.0,0.0,-367.0,0.0,-15.0,0.0,-296.0,0.0,-4.0,0.0,-289.0,7.0,7.0,7.0,-461.0,7.0,7.0,11.0,-2730.0,False
233,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_233.txt,33.0,33.0,33.0,-224.0,34.0,34.0,54.0,-127.0,28.0,28.0,50.0,-177.0,57.0,57.0,57.0,-131.0,63.0,63.0,90.0,-198.0,23.0,23.0,24.0,-184.0,0.0,-8.0,0.0,-271.0,57.0,57.0,169.0,150.0,63.0,63.0,477.0,-1162.0,False
234,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_234.txt,130.0,130.0,305.0,222.0,8.0,8.0,8.0,-427.0,0.0,-7.0,0.0,-321.0,46.0,46.0,46.0,-309.0,11.0,11.0,11.0,-356.0,1.0,1.0,1.0,-333.0,17.0,17.0,17.0,-393.0,0.0,-2.0,0.0,-313.0,130.0,130.0,388.0,-2230.0,False
235,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_235.txt,44.0,44.0,109.0,-8.0,0.0,-1.0,0.0,-353.0,14.0,14.0,14.0,-254.0,31.0,31.0,40.0,-297.0,0.0,-10.0,0.0,-469.0,18.0,18.0,18.0,-311.0,26.0,26.0,26.0,-298.0,0.0,-2.0,0.0,-296.0,44.0,44.0,207.0,-2286.0,False
236,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_236.txt,68.0,68.0,203.0,168.0,6.0,6.0,6.0,-364.0,0.0,0.0,0.0,-283.0,14.0,14.0,23.0,-149.0,47.0,47.0,47.0,-137.0,19.0,19.0,25.0,-230.0,1.0,1.0,1.0,-334.0,0.0,-12.0,0.0,-384.0,68.0,68.0,305.0,-1713.0,False
237,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_237.txt,0.0,-7.0,0.0,-278.0,34.0,34.0,34.0,-256.0,36.0,36.0,36.0,-153.0,35.0,35.0,35.0,-242.0,16.0,16.0,16.0,-179.0,0.0,0.0,0.0,-265.0,1.0,1.0,1.0,-354.0,0.0,-4.0,0.0,-264.0,36.0,36.0,122.0,-1991.0,False
238,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_238.txt,5.0,5.0,5.0,-150.0,0.0,0.0,0.0,-285.0,0.0,-11.0,0.0,-408.0,0.0,-19.0,0.0,-366.0,0.0,-17.0,0.0,-371.0,0.0,-37.0,0.0,-417.0,0.0,-11.0,0.0,-357.0,0.0,-14.0,0.0,-279.0,5.0,5.0,5.0,-2633.0,False
239,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_239.txt,58.0,58.0,96.0,-85.0,0.0,0.0,0.0,-807.0,0.0,0.0,0.0,-807.0,61.0,61.0,125.0,-81.0,47.0,47.0,69.0,-293.0,32.0,32.0,63.0,-480.0,115.0,115.0,250.0,-46.0,83.0,83.0,84.0,-340.0,115.0,115.0,687.0,-2939.0,False
240,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_240.txt,151.0,151.0,382.0,189.0,0.0,0.0,0.0,-823.0,0.0,0.0,0.0,-823.0,95.0,95.0,236.0,-350.0,148.0,148.0,252.0,-151.0,100.0,100.0,307.0,-52.0,51.0,51.0,127.0,-479.0,0.0,0.0,0.0,-823.0,151.0,151.0,1304.0,-3312.0,False
241,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_241.txt,3.0,3.0,3.0,-243.0,7.0,7.0,7.0,-241.0,49.0,49.0,49.0,-124.0,0.0,-7.0,0.0,-365.0,0.0,0.0,0.0,-230.0,0.0,-5.0,0.0,-300.0,0.0,-1.0,0.0,-331.0,14.0,14.0,17.0,-250.0,49.0,49.0,76.0,-2084.0,False
242,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_242.txt,2.0,2.0,2.0,-151.0,46.0,46.0,69.0,-99.0,0.0,-1.0,0.0,-217.0,0.0,-3.0,0.0,-267.0,10.0,10.0,16.0,-251.0,0.0,-5.0,0.0,-311.0,7.0,7.0,7.0,-292.0,0.0,-6.0,0.0,-89.0,46.0,46.0,94.0,-1677.0,False
243,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_243.txt,141.0,141.0,387.0,376.0,7.0,7.0,7.0,-303.0,19.0,19.0,19.0,-347.0,12.0,12.0,17.0,-256.0,14.0,14.0,14.0,-368.0,0.0,-15.0,0.0,-382.0,14.0,14.0,14.0,-305.0,0.0,-9.0,0.0,-383.0,141.0,141.0,458.0,-1968.0,False
244,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_244.txt,87.0,87.0,110.0,-88.0,20.0,20.0,20.0,-255.0,94.0,94.0,108.0,-107.0,87.0,87.0,96.0,-180.0,0.0,-62.0,0.0,-553.0,34.0,34.0,41.0,-124.0,9.0,9.0,9.0,-239.0,32.0,32.0,32.0,-299.0,94.0,94.0,416.0,-1845.0,False
245,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_245.txt,0.0,-12.0,0.0,-326.0,7.0,7.0,7.0,-285.0,0.0,-11.0,0.0,-397.0,0.0,-18.0,0.0,-401.0,0.0,-22.0,0.0,-483.0,0.0,-7.0,0.0,-372.0,0.0,0.0,0.0,-315.0,0.0,-4.0,0.0,-270.0,7.0,7.0,7.0,-2849.0,False
246,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_246.txt,10.0,10.0,10.0,-275.0,29.0,29.0,50.0,-217.0,11.0,11.0,11.0,-227.0,18.0,18.0,18.0,-203.0,0.0,-12.0,0.0,-272.0,11.0,11.0,11.0,-337.0,32.0,32.0,32.0,-219.0,0.0,-17.0,0.0,-390.0,32.0,32.0,132.0,-2140.0,False
247,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_247.txt,129.0,129.0,328.0,309.0,99.0,99.0,109.0,-22.0,11.0,11.0,11.0,-420.0,0.0,-69.0,0.0,-698.0,56.0,56.0,56.0,-406.0,30.0,30.0,34.0,-343.0,8.0,8.0,8.0,-360.0,31.0,31.0,31.0,-341.0,129.0,129.0,577.0,-2281.0,False
248,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_248.txt,62.0,62.0,73.0,-20.0,32.0,32.0,36.0,-101.0,0.0,-13.0,0.0,-328.0,49.0,49.0,68.0,-312.0,43.0,43.0,43.0,-299.0,28.0,28.0,35.0,-204.0,0.0,-1.0,0.0,-358.0,0.0,-4.0,0.0,-307.0,62.0,62.0,255.0,-1929.0,False
249,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_249.txt,43.0,43.0,67.0,-47.0,4.0,4.0,4.0,-251.0,0.0,-6.0,0.0,-260.0,0.0,-11.0,0.0,-343.0,60.0,60.0,68.0,-160.0,0.0,-15.0,0.0,-329.0,0.0,-9.0,0.0,-345.0,31.0,31.0,34.0,-218.0,60.0,60.0,173.0,-1953.0,False
250,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_250.txt,30.0,30.0,30.0,-333.0,48.0,48.0,48.0,-181.0,34.0,34.0,34.0,-329.0,33.0,33.0,72.0,-28.0,37.0,37.0,69.0,-217.0,0.0,-10.0,0.0,-384.0,0.0,-16.0,0.0,-343.0,1.0,1.0,1.0,-362.0,48.0,48.0,254.0,-2177.0,False
251,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_251.txt,153.0,153.0,337.0,289.0,36.0,36.0,45.0,-226.0,1.0,1.0,1.0,-289.0,42.0,42.0,43.0,-318.0,79.0,79.0,80.0,-257.0,20.0,20.0,23.0,-257.0,85.0,85.0,88.0,-271.0,2.0,2.0,2.0,-294.0,153.0,153.0,619.0,-1623.0,False
252,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_252.txt,46.0,46.0,76.0,-171.0,49.0,49.0,49.0,-218.0,86.0,86.0,86.0,-172.0,92.0,92.0,92.0,-370.0,92.0,92.0,92.0,-236.0,0.0,-70.0,0.0,-713.0,83.0,83.0,142.0,41.0,16.0,16.0,17.0,-358.0,92.0,92.0,554.0,-2197.0,False
253,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_253.txt,78.0,78.0,192.0,80.0,72.0,72.0,79.0,-37.0,94.0,94.0,158.0,9.0,73.0,73.0,121.0,-81.0,72.0,72.0,145.0,17.0,67.0,67.0,111.0,-141.0,92.0,92.0,97.0,-156.0,41.0,41.0,41.0,-272.0,94.0,94.0,944.0,-581.0,False
254,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_254.txt,58.0,58.0,89.0,-100.0,29.0,29.0,49.0,-320.0,71.0,71.0,84.0,-210.0,49.0,49.0,88.0,-34.0,74.0,74.0,82.0,-111.0,0.0,-8.0,0.0,-251.0,61.0,61.0,117.0,-125.0,45.0,45.0,45.0,-234.0,74.0,74.0,554.0,-1385.0,False
255,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_255.txt,99.0,99.0,99.0,-356.0,81.0,81.0,81.0,-170.0,0.0,-64.0,0.0,-671.0,50.0,50.0,114.0,31.0,26.0,26.0,27.0,-266.0,49.0,49.0,49.0,-169.0,37.0,37.0,37.0,-331.0,33.0,33.0,33.0,-218.0,99.0,99.0,440.0,-2150.0,False
256,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_256.txt,133.0,133.0,316.0,221.0,102.0,102.0,311.0,144.0,71.0,71.0,146.0,-317.0,56.0,56.0,61.0,-373.0,94.0,94.0,170.0,-57.0,50.0,50.0,52.0,-277.0,0.0,0.0,0.0,-699.0,0.0,0.0,0.0,-699.0,133.0,133.0,1056.0,-2057.0,False
257,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_257.txt,85.0,85.0,241.0,227.0,53.0,53.0,71.0,-160.0,71.0,71.0,71.0,-317.0,0.0,0.0,0.0,-364.0,34.0,34.0,34.0,-292.0,36.0,36.0,36.0,-359.0,0.0,-9.0,0.0,-362.0,8.0,8.0,8.0,-244.0,85.0,85.0,461.0,-1871.0,False
258,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_258.txt,7.0,7.0,9.0,-278.0,21.0,21.0,21.0,-398.0,18.0,18.0,18.0,-317.0,17.0,17.0,17.0,-327.0,0.0,-2.0,0.0,-338.0,8.0,8.0,8.0,-316.0,87.0,87.0,261.0,231.0,5.0,5.0,5.0,-372.0,87.0,87.0,339.0,-2115.0,False
259,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_259.txt,0.0,0.0,0.0,-694.0,65.0,65.0,81.0,-315.0,79.0,79.0,123.0,-204.0,0.0,0.0,0.0,-694.0,40.0,40.0,74.0,-378.0,129.0,129.0,310.0,236.0,69.0,69.0,119.0,-52.0,75.0,75.0,78.0,-319.0,129.0,129.0,785.0,-2420.0,False
260,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_260.txt,0.0,0.0,0.0,-837.0,20.0,20.0,25.0,-516.0,169.0,169.0,355.0,183.0,118.0,118.0,224.0,7.0,105.0,105.0,185.0,36.0,0.0,0.0,0.0,-837.0,92.0,92.0,142.0,-389.0,82.0,82.0,156.0,-321.0,169.0,169.0,1087.0,-2674.0,False
261,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_261.txt,56.0,56.0,111.0,-181.0,59.0,59.0,127.0,35.0,11.0,11.0,21.0,-119.0,53.0,53.0,88.0,1.0,0.0,-17.0,0.0,-567.0,41.0,41.0,54.0,-208.0,78.0,78.0,130.0,-236.0,8.0,8.0,8.0,-309.0,78.0,78.0,539.0,-1584.0,False
262,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_262.txt,7.0,7.0,7.0,-290.0,42.0,42.0,42.0,-224.0,65.0,65.0,65.0,-247.0,6.0,6.0,6.0,-273.0,74.0,74.0,74.0,-261.0,44.0,44.0,44.0,-298.0,6.0,6.0,6.0,-378.0,62.0,62.0,109.0,-4.0,74.0,74.0,353.0,-1975.0,False
263,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_263.txt,72.0,72.0,107.0,-300.0,89.0,89.0,178.0,-344.0,112.0,112.0,275.0,27.0,26.0,26.0,33.0,-630.0,0.0,0.0,0.0,-831.0,0.0,0.0,0.0,-831.0,213.0,213.0,459.0,324.0,21.0,21.0,38.0,-527.0,213.0,213.0,1090.0,-3112.0,False
264,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_264.txt,37.0,37.0,42.0,-216.0,26.0,26.0,36.0,-199.0,0.0,-16.0,0.0,-316.0,0.0,-12.0,0.0,-326.0,28.0,28.0,52.0,-156.0,1.0,1.0,1.0,-204.0,74.0,74.0,122.0,72.0,0.0,-6.0,0.0,-337.0,74.0,74.0,253.0,-1682.0,False
265,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_265.txt,37.0,37.0,51.0,-142.0,50.0,50.0,59.0,-86.0,38.0,38.0,61.0,-162.0,0.0,-29.0,0.0,-554.0,23.0,23.0,23.0,-147.0,39.0,39.0,72.0,-137.0,47.0,47.0,47.0,-212.0,75.0,75.0,80.0,-155.0,75.0,75.0,393.0,-1595.0,False
266,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_266.txt,26.0,26.0,26.0,-78.0,33.0,33.0,65.0,-171.0,83.0,83.0,96.0,-138.0,32.0,32.0,36.0,-143.0,83.0,83.0,142.0,10.0,20.0,20.0,25.0,-218.0,50.0,50.0,55.0,-138.0,57.0,57.0,65.0,-126.0,83.0,83.0,510.0,-1002.0,False
267,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_267.txt,76.0,76.0,141.0,118.0,0.0,-3.0,0.0,-346.0,0.0,-12.0,0.0,-376.0,0.0,0.0,0.0,-372.0,0.0,-12.0,0.0,-435.0,0.0,-6.0,0.0,-317.0,0.0,-6.0,0.0,-417.0,5.0,5.0,5.0,-278.0,76.0,76.0,146.0,-2423.0,False
268,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_268.txt,12.0,12.0,12.0,-281.0,24.0,24.0,29.0,-145.0,0.0,-17.0,0.0,-327.0,0.0,-11.0,0.0,-355.0,0.0,-10.0,0.0,-367.0,9.0,9.0,9.0,-271.0,0.0,-4.0,0.0,-320.0,37.0,37.0,106.0,77.0,37.0,37.0,156.0,-1989.0,False
269,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_269.txt,39.0,39.0,50.0,-142.0,64.0,64.0,82.0,-98.0,52.0,52.0,52.0,-168.0,35.0,35.0,54.0,-173.0,1.0,1.0,1.0,-153.0,20.0,20.0,20.0,-255.0,41.0,41.0,41.0,-269.0,0.0,-2.0,0.0,-208.0,64.0,64.0,300.0,-1466.0,False
270,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_270.txt,0.0,-20.0,0.0,-427.0,84.0,84.0,165.0,51.0,0.0,-1.0,0.0,-273.0,19.0,19.0,32.0,-201.0,21.0,21.0,21.0,-348.0,0.0,-11.0,0.0,-367.0,0.0,-11.0,0.0,-512.0,6.0,6.0,6.0,-325.0,84.0,84.0,224.0,-2402.0,False
271,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_271.txt,0.0,0.0,0.0,-736.0,97.0,97.0,252.0,2.0,78.0,78.0,119.0,-388.0,40.0,40.0,47.0,-362.0,0.0,0.0,0.0,-736.0,60.0,60.0,71.0,-357.0,87.0,87.0,219.0,49.0,97.0,97.0,147.0,-107.0,97.0,97.0,855.0,-2635.0,False
272,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_272.txt,97.0,97.0,168.0,167.0,58.0,58.0,72.0,-252.0,17.0,17.0,24.0,-374.0,21.0,21.0,21.0,-385.0,58.0,58.0,98.0,-57.0,43.0,43.0,78.0,-99.0,51.0,51.0,92.0,-66.0,44.0,44.0,49.0,-307.0,97.0,97.0,602.0,-1373.0,False
